comparison,algorithm,cycle,n,events,weight_variable,core_model,extended_model,delta_AUROC,delta_PR_AUC,delta_Brier_improvement,delta_log_loss_improvement,core_calibration_intercept,extended_calibration_intercept,core_calibration_slope,extended_calibration_slope,absolute_intercept_deviation_change,absolute_slope_deviation_change,uacr_method
combined,xgboost,2009-2010,2567,262,combined_fasting_weight_x_stabilized_uacr_ipw,model0_paired_combined,model4_combined,0.0046439346447705,-0.0101031898975711,-0.0003042307784374,0.0009684854917512,-0.0893988437954218,-0.1707188327121888,0.9938444508493663,0.9362819270575862,-0.0813199889167669,-0.0575625237917801,stabilized_ipw_complete_case
combined,xgboost,2011-2012,2273,229,combined_fasting_weight_x_stabilized_uacr_ipw,model0_paired_combined,model4_combined,0.0030232014490618,0.0134280718897857,0.0007115781888624,0.0020248547053934,0.023380495415028,0.0596473290835473,0.9268395668512938,0.9344352614263268,-0.0362668336685192,0.007595694575033,stabilized_ipw_complete_case
combined,xgboost,2013-2014,2342,236,combined_fasting_weight_x_stabilized_uacr_ipw,model0_paired_combined,model4_combined,0.0002814985721074,0.0370926232987182,0.0015542197656908,0.0029689816101039,0.1168383561790916,0.07310755833026,1.1345960390078598,1.1195247451580328,0.0437307978488315,0.0150712938498269,stabilized_ipw_complete_case
combined,xgboost,2015-2016,2222,261,combined_fasting_weight_x_stabilized_uacr_ipw,model0_paired_combined,model4_combined,0.0085767414933706,0.0329700183679632,0.0015815535017121,0.00506791311314,0.108618827986622,0.1810367319655748,1.1472892259080123,1.1784594779977682,-0.0724179039789528,-0.0311702520897556,stabilized_ipw_complete_case
combined,xgboost,2017-2018,2250,277,combined_fasting_weight_x_stabilized_uacr_ipw,model0_paired_combined,model4_combined,-0.0054520763419693,0.0115689798567575,-0.0010629834950033,-0.0041654433898947,-0.2910982430423752,-0.3780269157240878,0.8427893909990376,0.7791340122868238,-0.0869286726817125,-0.0636553787122138,stabilized_ipw_complete_case
renal,elastic_net,2005-2006,4305,495,combined_mec_weight_x_stabilized_uacr_ipw,model0_core,model1_renal,0.0037919414663707,0.0233177290041257,0.001483250707036,0.003826842732046,0.1294781795942767,0.0929444450639667,1.0037591764161842,1.0108111637957633,0.0365337345303099,-0.0070519873795791,stabilized_ipw_complete_case
renal,elastic_net,2007-2008,5467,626,combined_mec_weight_x_stabilized_uacr_ipw,model0_core,model1_renal,0.0047139096848142,0.0266643844098831,0.0012570897111232,0.003495968878371,0.0365300828160807,0.0486270967982415,1.0122167532375417,1.0171446730243938,-0.0120970139821607,-0.0049279197868523,stabilized_ipw_complete_case
renal,elastic_net,2009-2010,5860,617,combined_mec_weight_x_stabilized_uacr_ipw,model0_core,model1_renal,0.0036002736214906,0.001974742975241,0.000270270435232,0.0013080645183737,-0.1533965662393906,-0.1609176642584616,0.9545614237444602,0.937507041948222,-0.0075210980190709,-0.017054381796238,stabilized_ipw_complete_case
renal,elastic_net,2011-2012,5143,515,combined_mec_weight_x_stabilized_uacr_ipw,model0_core,model1_renal,0.0061933119868323,0.0272297286229962,0.0012902899497802,0.0039418711279034,-0.0849204547227777,-0.0579399015667028,0.942271190235668,0.9522274798318572,0.0269805531560748,0.0099562895961892,stabilized_ipw_complete_case
renal,elastic_net,2013-2014,5403,543,combined_mec_weight_x_stabilized_uacr_ipw,model0_core,model1_renal,0.0075771929145204,0.0184737444999276,0.0013590762566226,0.0043980628156079,-0.0542257737918802,-0.0431621340394399,0.9881433143930732,1.010956430336532,0.0110636397524402,0.0009002552703947,stabilized_ipw_complete_case
renal,elastic_net,2015-2016,5279,570,combined_mec_weight_x_stabilized_uacr_ipw,model0_core,model1_renal,0.0052807761284535,0.0134381258982118,0.0007317048636476,0.0024849622435094,0.0606172749508691,0.0509120512561911,1.0734995852193194,1.0566145942653256,0.009705223694678,0.0168849909539938,stabilized_ipw_complete_case
renal,elastic_net,2017-2018,5073,613,combined_mec_weight_x_stabilized_uacr_ipw,model0_core,model1_renal,0.001779878962262,0.0116612464543355,0.0001885832298342,0.0006544089946362,0.0056567003482903,0.004128618522296,0.9915779696324484,0.9785927671719872,0.0015280818259943,-0.0129852024604613,stabilized_ipw_complete_case
renal,xgboost,2005-2006,4305,495,combined_mec_weight_x_stabilized_uacr_ipw,model0_core,model1_renal,0.0048238903351097,0.0169125596504838,0.0014743989209305,0.0040501953814383,0.3494446670899409,0.156162563631196,1.0904908896201082,1.0105032020611846,0.1932821034587448,0.0799876875589236,stabilized_ipw_complete_case
renal,xgboost,2007-2008,5467,626,combined_mec_weight_x_stabilized_uacr_ipw,model0_core,model1_renal,0.0014429584510029,0.0241633037929383,0.0011225028840293,0.0022816335815293,0.1944746930731398,0.1976102981087138,1.0902698380269609,1.0917963452109316,-0.0031356050355739,-0.0015265071839707,stabilized_ipw_complete_case
renal,xgboost,2009-2010,5860,617,combined_mec_weight_x_stabilized_uacr_ipw,model0_core,model1_renal,0.0029882320293834,-0.0023213795708348,-1.8656215096606032e-05,0.0006518338336863,-0.0424775055772173,-0.0489111402790588,1.0087780824184354,0.9907433792739292,-0.0064336347018415,-0.0004785383076354,stabilized_ipw_complete_case
renal,xgboost,2011-2012,5143,515,combined_mec_weight_x_stabilized_uacr_ipw,model0_core,model1_renal,0.0052043776603092,0.0241007862790844,0.0008716207235302,0.0031751769266824,-0.0755761667352002,-0.0563330757451588,0.9285217260273416,0.9456273215652192,0.0192430909900414,0.0171055955378777,stabilized_ipw_complete_case
renal,xgboost,2013-2014,5403,543,combined_mec_weight_x_stabilized_uacr_ipw,model0_core,model1_renal,0.0051098669745822,0.0038688788916194,0.0007611522918943,0.0027466169987394,-0.1864518960235197,-0.1799916115386213,0.9318454563073766,0.9512527462722262,0.0064602844848983,0.0194072899648496,stabilized_ipw_complete_case
renal,xgboost,2015-2016,5279,570,combined_mec_weight_x_stabilized_uacr_ipw,model0_core,model1_renal,0.0033392657159142,0.0128141178945628,0.0006705023208546,0.0019457845856283,0.05483486591937,0.0596239166663977,1.0823478375056763,1.0799175755111745,-0.0047890507470277,0.0024302619945018,stabilized_ipw_complete_case
renal,xgboost,2017-2018,5073,613,combined_mec_weight_x_stabilized_uacr_ipw,model0_core,model1_renal,0.0012277528044133,0.0061776707181559,6.806653062026158e-05,0.0003455336142756,-0.0028194489434666,0.0216235717947865,1.0004247945733742,0.997244934536844,-0.0188041228513199,-0.0023302708897817,stabilized_ipw_complete_case
