target_population,comparison_sample,model,model_label,algorithm,cycle,n,events,weight_variable,classification_threshold,classification_threshold_type,survey_weighted_AUROC,survey_weighted_PR_AUC,unweighted_AUROC,unweighted_PR_AUC,weighted_Brier,weighted_log_loss,unweighted_Brier,unweighted_log_loss,calibration_intercept,calibration_slope,observed_expected_ratio,weighted_observed_prevalence,weighted_mean_predicted_probability,calibration_in_the_large,sensitivity,specificity,PPV,NPV,F1
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2005-2006,4448,533,combined_mec_weight,0.5,fixed_0.50,0.8503731590268355,0.3856040580783287,0.8430858366939107,0.4178912197252484,0.0656984139553872,0.227437340766016,0.0844757901690699,0.2792959543295457,0.1334182326801458,1.0056286794560052,1.0953230427865517,0.0895836535532119,0.0817874271368445,0.0995762422238795,0.148217636022514,0.983397190293742,0.5486111111111112,0.8945167286245354,0.2333825701624815
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2005-2006,4448,533,combined_mec_weight,0.0862648322857272,training_weighted_youden,0.8503731590268355,0.3856040580783287,0.8430858366939107,0.4178912197252484,0.0656984139553872,0.227437340766016,0.0844757901690699,0.2792959543295457,0.1334182326801458,1.0056286794560052,1.0953230427865517,0.0895836535532119,0.0817874271368445,0.0995762422238795,0.8255159474671669,0.7185185185185186,0.2853437094682231,0.9679972470750172,0.4240963855421686
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2005-2006,1836,216,combined_fasting_weight,0.5,fixed_0.50,0.8451013471090172,0.404650308642782,0.8406492912665753,0.4283359283247219,0.0690984195669556,0.2385588186297432,0.0834736844487471,0.2768791780310097,0.0186458212947058,0.9781258590066751,1.040913317663435,0.0951024285360095,0.0913644075084833,0.0442208866913573,0.2175925925925926,0.974074074074074,0.5280898876404494,0.9032627361190612,0.3081967213114754
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2005-2006,1836,216,combined_fasting_weight,0.0855412917211113,training_weighted_youden,0.8451013471090172,0.404650308642782,0.8406492912665753,0.4283359283247219,0.0690984195669556,0.2385588186297432,0.0834736844487471,0.2768791780310097,0.0186458212947058,0.9781258590066751,1.040913317663435,0.0951024285360095,0.0913644075084833,0.0442208866913573,0.8379629629629629,0.6895061728395062,0.2646198830409357,0.9696180555555556,0.4022222222222222
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2007-2008,5649,677,combined_mec_weight,0.5,fixed_0.50,0.8514446387537717,0.3834977291103685,0.8263237200702069,0.3848193697253642,0.0637631743193121,0.2209777548028648,0.0875244533756361,0.2890923557038873,0.0694536225810107,1.024926712868579,1.0198980945330094,0.086286136260994,0.0846027036657056,0.021543426590644,0.1299852289512555,0.9827031375703942,0.5057471264367817,0.8924200913242009,0.2068155111633372
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2007-2008,5649,677,combined_mec_weight,0.081929086358467,training_weighted_youden,0.8514446387537717,0.3834977291103685,0.8263237200702069,0.3848193697253642,0.0637631743193121,0.2209777548028648,0.0875244533756361,0.2890923557038873,0.0694536225810107,1.024926712868579,1.0198980945330094,0.086286136260994,0.0846027036657056,0.021543426590644,0.8316100443131462,0.66532582461786,0.2528064660978895,0.9666861484511982,0.387741046831956
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2007-2008,2337,288,combined_fasting_weight,0.5,fixed_0.50,0.8547133606527315,0.3902798756387979,0.8213508622092076,0.386062643623927,0.0654933956191298,0.2250478887090229,0.0900653675958754,0.2973048174203326,0.0853609644835705,1.0347236697885025,1.01964207165423,0.0895634391907447,0.0878381166103123,0.0213449119822239,0.1458333333333333,0.9795021961932652,0.5,0.8908122503328895,0.2258064516129032
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2007-2008,2337,288,combined_fasting_weight,0.0851945857590451,training_weighted_youden,0.8547133606527315,0.3902798756387979,0.8213508622092076,0.386062643623927,0.0654933956191298,0.2250478887090229,0.0900653675958754,0.2973048174203326,0.0853609644835705,1.0347236697885025,1.01964207165423,0.0895634391907447,0.0878381166103123,0.0213449119822239,0.8229166666666666,0.6710590531966814,0.2601536772777168,0.964235624123422,0.3953294412010009
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,2007-2008,2337,288,combined_fasting_weight,0.5,fixed_0.50,0.8547133606527315,0.3902798756387979,0.8213508622092076,0.386062643623927,0.0654933956191298,0.2250478887090229,0.0900653675958754,0.2973048174203326,0.0853609644835705,1.0347236697885025,1.01964207165423,0.0895634391907447,0.0878381166103123,0.0213449119822239,0.1458333333333333,0.9795021961932652,0.5,0.8908122503328895,0.2258064516129032
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,2007-2008,2337,288,combined_fasting_weight,0.0851945857590451,training_weighted_youden,0.8547133606527315,0.3902798756387979,0.8213508622092076,0.386062643623927,0.0654933956191298,0.2250478887090229,0.0900653675958754,0.2973048174203326,0.0853609644835705,1.0347236697885025,1.01964207165423,0.0895634391907447,0.0878381166103123,0.0213449119822239,0.8229166666666666,0.6710590531966814,0.2601536772777168,0.964235624123422,0.3953294412010009
