target_population,comparison_sample,model,model_label,algorithm,cycle,n,events,weight_variable,metric,point_estimate,bootstrap_mean,bootstrap_bias,bootstrap_se,ci_lower,ci_upper,ci_level,ci_method,replicate_method,n_replicates_requested,n_replicates_valid,valid_replicate_fraction,design_df
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2005-2006,4448,533,combined_mec_weight,survey_weighted_AUROC,0.8474229053381102,0.8466463477687886,-0.0007765575693216009,0.012248121584597045,0.8217488670993319,0.8696427042702174,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2005-2006,4448,533,combined_mec_weight,survey_weighted_PR_AUC,0.3786393492735861,0.37976730540075027,0.0011279561271641536,0.02000389161584181,0.33985973900558636,0.4165135206127161,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2005-2006,4448,533,combined_mec_weight,weighted_Brier,0.0660403112594831,0.06591906864151144,-0.00012124261797166747,0.004257432461498544,0.057884265799272354,0.07411789617033204,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2005-2006,4448,533,combined_mec_weight,weighted_log_loss,0.22883180313670815,0.22860890732957484,-0.00022289580713330537,0.012979003350993607,0.20499815999226292,0.2532829217303377,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2005-2006,4448,533,combined_mec_weight,calibration_intercept,0.10594717044057432,0.1037625165214819,-0.002184653919092422,0.11349900803018151,-0.11187333066647226,0.32260404150141436,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2005-2006,4448,533,combined_mec_weight,calibration_slope,0.994741625358759,0.9959781608941026,0.0012365355353436414,0.05431427102520386,0.8982236827546961,1.1025070396676866,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2005-2006,4448,533,combined_mec_weight,observed_expected_ratio,1.0890551153797494,1.0880709860598796,-0.0009841293198697976,0.05739260506481495,0.979050339653641,1.2021771469046947,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2005-2006,4448,533,combined_mec_weight,weighted_observed_prevalence,0.08958365355321198,0.08931859423883771,-0.0002650593143742608,0.0063884241692191744,0.07687501392039414,0.10124378837346713,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2005-2006,4448,533,combined_mec_weight,weighted_mean_predicted_probability,0.08225814496263992,0.08216435125967442,-9.379370296550005e-05,0.005325130684204721,0.07230058307573559,0.09213729537828237,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2005-2006,4448,533,combined_mec_weight,calibration_in_the_large,0.0933245826363378,0.09085081371441112,-0.002473768921926689,0.05769440149482727,-0.023293023078712845,0.20238054760645272,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2005-2006,1836,216,combined_fasting_weight,survey_weighted_AUROC,0.8302259026126508,0.829495551320791,-0.000730351291859832,0.018564240464211797,0.7955259350829306,0.868656674670886,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2005-2006,1836,216,combined_fasting_weight,survey_weighted_PR_AUC,0.3544536475460009,0.3570766224090088,0.0026229748630078875,0.031894235239389945,0.2910542676296955,0.41711868409310926,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2005-2006,1836,216,combined_fasting_weight,weighted_Brier,0.07183970086401767,0.0716796421620071,-0.00016005870201056538,0.008387012695058482,0.05555161792467554,0.08766525014219365,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2005-2006,1836,216,combined_fasting_weight,weighted_log_loss,0.24804342616854963,0.2477676847760389,-0.00027574139251074214,0.02673440394456418,0.19708866719882864,0.29970790357655813,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2005-2006,1836,216,combined_fasting_weight,calibration_intercept,-0.037452011008405166,-0.045678897956380984,-0.008226886947975819,0.13211989563641663,-0.3266740659350248,0.2054349349107969,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2005-2006,1836,216,combined_fasting_weight,calibration_slope,0.9169226161188437,0.9187776220209357,0.0018550059020919774,0.07683166606248185,0.7841649269647293,1.0849594306382917,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2005-2006,1836,216,combined_fasting_weight,observed_expected_ratio,1.0833907616693392,1.0783891057502337,-0.005001655919105508,0.08475994560784232,0.9121837977411184,1.2358905586113202,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2005-2006,1836,216,combined_fasting_weight,weighted_observed_prevalence,0.0951024285360095,0.09473108741892523,-0.0003713411170842701,0.011914601517209664,0.07189260913326141,0.11665446683946269,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2005-2006,1836,216,combined_fasting_weight,weighted_mean_predicted_probability,0.08778220370780274,0.087635276403251,-0.00014692730455173608,0.006251525825802346,0.07565176369810113,0.10001315758313266,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2005-2006,1836,216,combined_fasting_weight,calibration_in_the_large,0.08815273373572996,0.08021163860585244,-0.00794109512987752,0.08775144711916708,-0.09996615928907024,0.2362559099456511,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,2005-2006,1836,216,combined_fasting_weight,survey_weighted_AUROC,0.8302259026126508,0.829495551320791,-0.000730351291859832,0.018564240464211797,0.7955259350829306,0.868656674670886,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,2005-2006,1836,216,combined_fasting_weight,survey_weighted_PR_AUC,0.3544536475460009,0.3570766224090088,0.0026229748630078875,0.031894235239389945,0.2910542676296955,0.41711868409310926,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,2005-2006,1836,216,combined_fasting_weight,weighted_Brier,0.07183970086401767,0.0716796421620071,-0.00016005870201056538,0.008387012695058482,0.05555161792467554,0.08766525014219365,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,2005-2006,1836,216,combined_fasting_weight,weighted_log_loss,0.24804342616854963,0.2477676847760389,-0.00027574139251074214,0.02673440394456418,0.19708866719882864,0.29970790357655813,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,2005-2006,1836,216,combined_fasting_weight,calibration_intercept,-0.037452011008405166,-0.045678897956380984,-0.008226886947975819,0.13211989563641663,-0.3266740659350248,0.2054349349107969,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,2005-2006,1836,216,combined_fasting_weight,calibration_slope,0.9169226161188437,0.9187776220209357,0.0018550059020919774,0.07683166606248185,0.7841649269647293,1.0849594306382917,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,2005-2006,1836,216,combined_fasting_weight,observed_expected_ratio,1.0833907616693392,1.0783891057502337,-0.005001655919105508,0.08475994560784232,0.9121837977411184,1.2358905586113202,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,2005-2006,1836,216,combined_fasting_weight,weighted_observed_prevalence,0.0951024285360095,0.09473108741892523,-0.0003713411170842701,0.011914601517209664,0.07189260913326141,0.11665446683946269,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,2005-2006,1836,216,combined_fasting_weight,weighted_mean_predicted_probability,0.08778220370780274,0.087635276403251,-0.00014692730455173608,0.006251525825802346,0.07565176369810113,0.10001315758313266,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,2005-2006,1836,216,combined_fasting_weight,calibration_in_the_large,0.08815273373572996,0.08021163860585244,-0.00794109512987752,0.08775144711916708,-0.09996615928907024,0.2362559099456511,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,elastic_net,2005-2006,4448,533,combined_mec_weight,survey_weighted_AUROC,0.852064710752354,0.8511254143675377,-0.0009392963848162683,0.011917995131132259,0.8274962600670278,0.8726749742968419,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,elastic_net,2005-2006,4448,533,combined_mec_weight,survey_weighted_PR_AUC,0.40332353154823214,0.4046973412687056,0.0013738097204734623,0.025220178746547552,0.35605654745676085,0.45104139104481394,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,elastic_net,2005-2006,4448,533,combined_mec_weight,weighted_Brier,0.06451859777111262,0.06442138165031491,-9.721612079770237e-05,0.0041977438139500205,0.0563942664153561,0.07257641617749074,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,elastic_net,2005-2006,4448,533,combined_mec_weight,weighted_log_loss,0.22469812172504364,0.22452558294884994,-0.0001725387761936925,0.012338200553796426,0.2015211116538179,0.2482084232411948,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,elastic_net,2005-2006,4448,533,combined_mec_weight,calibration_intercept,0.09686821502597263,0.09444991287953726,-0.002418302146435375,0.11772701842638976,-0.12801277086271368,0.3257881457709949,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,elastic_net,2005-2006,4448,533,combined_mec_weight,calibration_slope,1.0125363301634656,1.0132523718698199,0.000716041706354309,0.05453079294667136,0.9162471229869559,1.1191904038402054,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,elastic_net,2005-2006,4448,533,combined_mec_weight,observed_expected_ratio,1.0559820247248126,1.055247755381884,-0.0007342693429286395,0.05360675476824375,0.9527336179991285,1.1616326970387056,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,elastic_net,2005-2006,4448,533,combined_mec_weight,weighted_observed_prevalence,0.08958365355321198,0.08931859423883771,-0.0002650593143742608,0.0063884241692191744,0.07687501392039414,0.10124378837346713,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,elastic_net,2005-2006,4448,533,combined_mec_weight,weighted_mean_predicted_probability,0.08483444931418918,0.08472778117588925,-0.00010666813829993127,0.005734498304331144,0.07401122723200267,0.09556569281237765,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,elastic_net,2005-2006,4448,533,combined_mec_weight,calibration_in_the_large,0.05967412327247912,0.05752088462981696,-0.0021532386426621614,0.05560170139964608,-0.053294844822718485,0.16374420496242637,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,2005-2006,1836,216,combined_fasting_weight,survey_weighted_AUROC,0.8335930340950876,0.8327174682237198,-0.0008755658713677228,0.01830525253590119,0.799018160313722,0.8705148470600157,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,2005-2006,1836,216,combined_fasting_weight,survey_weighted_PR_AUC,0.3594793948013806,0.3624545551688699,0.0029751603674892935,0.033279939311301215,0.2946915662098838,0.4238804967262193,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,2005-2006,1836,216,combined_fasting_weight,weighted_Brier,0.07156974196787091,0.07140925373582556,-0.00016048823204535545,0.008402773433778668,0.05509582407440851,0.0874298536004464,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,2005-2006,1836,216,combined_fasting_weight,weighted_log_loss,0.24649585177640296,0.2462184214641063,-0.00027743031229665593,0.02640552114014388,0.19597263203007376,0.2978847501569807,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,2005-2006,1836,216,combined_fasting_weight,calibration_intercept,-0.02543303737076285,-0.03284016605722449,-0.007407128686461643,0.1381777611844861,-0.3158113374176049,0.22913905147115096,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,2005-2006,1836,216,combined_fasting_weight,calibration_slope,0.9269292456119125,0.9292128218144821,0.0022835762025695816,0.07951735337768737,0.7892208518287648,1.1044940759177875,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,2005-2006,1836,216,combined_fasting_weight,observed_expected_ratio,1.0778860869557942,1.0728571621488432,-0.005028924806951052,0.08423296181139503,0.9082991668138185,1.2292869123853594,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,2005-2006,1836,216,combined_fasting_weight,weighted_observed_prevalence,0.0951024285360095,0.09473108741892523,-0.0003713411170842701,0.011914601517209664,0.07189260913326141,0.11665446683946269,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,2005-2006,1836,216,combined_fasting_weight,weighted_mean_predicted_probability,0.08823050013067828,0.08808461232502027,-0.00014588780565800985,0.006256129587712227,0.07607638385009807,0.10045265450231179,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,2005-2006,1836,216,combined_fasting_weight,calibration_in_the_large,0.08256725634255391,0.07458212014129441,-0.007985136201259499,0.08765153697053382,-0.10438604987513807,0.22910252149741467,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2005-2006,4448,533,combined_mec_weight,survey_weighted_AUROC,0.8503731590268361,0.8495200008979227,-0.0008531581289134005,0.012064768785914745,0.8250893678075155,0.872111633835844,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2005-2006,4448,533,combined_mec_weight,survey_weighted_PR_AUC,0.38560405807832876,0.38650571866294203,0.000901660584613273,0.021840604605662818,0.3426426623765549,0.4269706574682722,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2005-2006,4448,533,combined_mec_weight,weighted_Brier,0.06569841395538725,0.06558099846952493,-0.00011741548586231831,0.004259831661937707,0.05749740605957615,0.07383915387359426,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2005-2006,4448,533,combined_mec_weight,weighted_log_loss,0.22743734076601607,0.22722712715916166,-0.0002102136068544147,0.012834549742462453,0.20357272570370125,0.25160567131502415,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2005-2006,4448,533,combined_mec_weight,calibration_intercept,0.1334182326801469,0.13128665938463263,-0.0021315732955142774,0.11619583775760883,-0.08848385956920449,0.35542716342076336,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2005-2006,4448,533,combined_mec_weight,calibration_slope,1.0056286794560059,1.0067311129740963,0.0011024335180904732,0.05427251240610305,0.9081180734754958,1.1130946124333032,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2005-2006,4448,533,combined_mec_weight,observed_expected_ratio,1.0953230427865526,1.094511923732755,-0.0008111190537976043,0.05758960762580975,0.9866669265985066,1.2101244078030176,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2005-2006,4448,533,combined_mec_weight,weighted_observed_prevalence,0.08958365355321198,0.08931859423883771,-0.0002650593143742608,0.0063884241692191744,0.07687501392039414,0.10124378837346713,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2005-2006,4448,533,combined_mec_weight,weighted_mean_predicted_probability,0.0817874271368445,0.08168656193109652,-0.00010086520574797975,0.00538998673637048,0.07162845861760803,0.09178759999982129,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2005-2006,4448,533,combined_mec_weight,calibration_in_the_large,0.0995762422238804,0.09728004112463844,-0.0022962010992419596,0.057524842571817295,-0.014768369978926187,0.2086027047572262,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2005-2006,1836,216,combined_fasting_weight,survey_weighted_AUROC,0.8451013471090172,0.8439149552056503,-0.0011863919033668902,0.01703652994136882,0.8126147498049178,0.8776771890942683,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2005-2006,1836,216,combined_fasting_weight,survey_weighted_PR_AUC,0.40465030864278195,0.4077065690405433,0.0030562603977613567,0.040284930280752175,0.3280544461378961,0.48450699191508473,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2005-2006,1836,216,combined_fasting_weight,weighted_Brier,0.06909841956695567,0.06896712698582999,-0.00013129258112568043,0.008231273719664199,0.05282142137420648,0.08482210738686967,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2005-2006,1836,216,combined_fasting_weight,weighted_log_loss,0.23855881862974326,0.23835788532524982,-0.0002009333044934447,0.025050480658646675,0.18939438451902857,0.2874715754546014,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2005-2006,1836,216,combined_fasting_weight,calibration_intercept,0.01864582129470529,0.011595421138220702,-0.007050400156484589,0.15006203251932113,-0.3003210257634359,0.3022484716323331,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2005-2006,1836,216,combined_fasting_weight,calibration_slope,0.9781258590066747,0.979767482768174,0.0016416237614993445,0.07985191133494858,0.8355954464794504,1.1462377074290506,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2005-2006,1836,216,combined_fasting_weight,observed_expected_ratio,1.0409133176634358,1.03649495996024,-0.004418357703195763,0.07885898816595649,0.8811474419343259,1.1852455367698949,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2005-2006,1836,216,combined_fasting_weight,weighted_observed_prevalence,0.0951024285360095,0.09473108741892523,-0.0003713411170842701,0.011914601517209664,0.07189260913326141,0.11665446683946269,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2005-2006,1836,216,combined_fasting_weight,weighted_mean_predicted_probability,0.09136440750848333,0.09119596398091873,-0.00016844352756460734,0.006994162652717957,0.07792789996508843,0.10495380024027713,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2005-2006,1836,216,combined_fasting_weight,calibration_in_the_large,0.04422088669135782,0.03686887736079709,-0.007352009330560731,0.08480072452837621,-0.13650166481804005,0.1890383376133767,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2007-2008,5649,677,combined_mec_weight,survey_weighted_AUROC,0.8514446387537712,0.8515981496456925,0.00015351089192128242,0.011926169621216589,0.8298503231832385,0.8727634103792404,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2007-2008,5649,677,combined_mec_weight,survey_weighted_PR_AUC,0.38349772911036867,0.38621875762002084,0.002721028509652168,0.023710052491404645,0.3410371966323026,0.4318779148547117,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2007-2008,5649,677,combined_mec_weight,weighted_Brier,0.06376317431931211,0.06372445363271963,-3.872068659248329e-05,0.003867858818707967,0.05648969381188256,0.07125659546371345,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2007-2008,5649,677,combined_mec_weight,weighted_log_loss,0.22097775480286472,0.22076789742126515,-0.00020985738159956524,0.011060454071867513,0.2000342731559877,0.2425442352035713,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2007-2008,5649,677,combined_mec_weight,calibration_intercept,0.06945362258101226,0.07014394362519809,0.0006903210441858293,0.10402258231387941,-0.11409727114024122,0.24390093588208867,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2007-2008,5649,677,combined_mec_weight,calibration_slope,1.024926712868579,1.0267768246933102,0.0018501118247311599,0.043980424816085426,0.9491265734559201,1.1103041638421447,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2007-2008,5649,677,combined_mec_weight,observed_expected_ratio,1.0198980945330094,1.0198627255401935,-3.536899281586514e-05,0.05409433082182306,0.9182386490195573,1.126490459932738,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2007-2008,5649,677,combined_mec_weight,weighted_observed_prevalence,0.08628613626099399,0.08630637308156242,2.0236820568425573e-05,0.006538733782434596,0.07394607865081212,0.09872876983422232,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2007-2008,5649,677,combined_mec_weight,weighted_mean_predicted_probability,0.0846027036657056,0.08456703324026384,-3.5670425441766684e-05,0.003354436680951547,0.07817617882083125,0.09104936311838487,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2007-2008,5649,677,combined_mec_weight,calibration_in_the_large,0.02154342659064401,0.02017734650262683,-0.001366080088017179,0.05821961510347472,-0.09243354749335861,0.13114453334603215,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2007-2008,2337,288,combined_fasting_weight,survey_weighted_AUROC,0.8547133606527313,0.8547576977541553,4.4337101424041236e-05,0.0170035424682141,0.8233968532330699,0.8857533591267195,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2007-2008,2337,288,combined_fasting_weight,survey_weighted_PR_AUC,0.39027987563879785,0.39515998453632134,0.004880108897523494,0.03679993991130167,0.32654913149495185,0.4650008105977177,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2007-2008,2337,288,combined_fasting_weight,weighted_Brier,0.06549339561912985,0.06550249489954703,9.099280417174116e-06,0.005093313756020357,0.055558214718602214,0.07534756644117822,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2007-2008,2337,288,combined_fasting_weight,weighted_log_loss,0.22504788870902298,0.22491590832673602,-0.00013198038228695586,0.013789508433098566,0.19797170788004997,0.25124833787946127,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
