target_population,comparison_sample,model,model_label,algorithm,cycle,n,events,weight_variable,metric,point_estimate,bootstrap_mean,bootstrap_bias,bootstrap_se,ci_lower,ci_upper,ci_level,ci_method,replicate_method,n_replicates_requested,n_replicates_valid,valid_replicate_fraction,design_df
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2013-2014,5522,573,combined_mec_weight,calibration_in_the_large,-0.07729059245810666,-0.07908626377566327,-0.0017956713175566186,0.05565010845446116,-0.18801051049584436,0.02522148129850379,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2013-2014,2370,244,combined_fasting_weight,survey_weighted_AUROC,0.8664310600843392,0.8661357865816937,-0.0002952735026455766,0.016678495206736775,0.8334268398586818,0.8974179590661525,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2013-2014,2370,244,combined_fasting_weight,survey_weighted_PR_AUC,0.41868423609474487,0.4212459559683563,0.0025617198736114233,0.03311741716788686,0.3510810959156525,0.47776819553227867,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2013-2014,2370,244,combined_fasting_weight,weighted_Brier,0.06399531540704587,0.06384276403104544,-0.000152551376000426,0.00613097921504837,0.05187247277302362,0.0753550382973886,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2013-2014,2370,244,combined_fasting_weight,weighted_log_loss,0.21915600777538885,0.21873933070653248,-0.00041667706885636924,0.017891225831435757,0.18408852079673893,0.25160979892307966,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2013-2014,2370,244,combined_fasting_weight,calibration_intercept,0.07039990472590282,0.06608418111474001,-0.004315723611162808,0.13380879683646824,-0.1857435104595306,0.2926114503019585,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2013-2014,2370,244,combined_fasting_weight,calibration_slope,1.1093429685620104,1.1144556948906965,0.00511272632868609,0.08299868363778799,0.9653413976043932,1.2886727088611178,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2013-2014,2370,244,combined_fasting_weight,observed_expected_ratio,0.9305849356630789,0.926978027625687,-0.0036069080373918316,0.07355008814422076,0.7792458053780238,1.0635403047871914,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2013-2014,2370,244,combined_fasting_weight,weighted_observed_prevalence,0.08899312948449874,0.08863166441097839,-0.00036146507352034785,0.009453529302601536,0.07014964278651123,0.1061117376959083,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2013-2014,2370,244,combined_fasting_weight,weighted_mean_predicted_probability,0.09563138846760676,0.09546327177716883,-0.000168116690437925,0.004321298355241088,0.0873524213441482,0.10351972000935926,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2013-2014,2370,244,combined_fasting_weight,calibration_in_the_large,-0.07925533302942789,-0.08649640824923183,-0.0072410752198039385,0.08767524730510459,-0.2723368488151198,0.06842953055492075,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2013-2014,5522,573,combined_mec_weight,survey_weighted_AUROC,0.8479982787889156,0.8484410711668103,0.0004427923778946852,0.010735778961184526,0.8290569805625052,0.8695859414483913,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2013-2014,5522,573,combined_mec_weight,survey_weighted_PR_AUC,0.3817507467171412,0.38534713599386955,0.00359638927672834,0.02031518399116432,0.3467198450562625,0.42550752545196396,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2013-2014,5522,573,combined_mec_weight,weighted_Brier,0.06559928009010915,0.06552060671620592,-7.867337390322915e-05,0.0036246226911214124,0.05833561151753761,0.0725503760888574,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2013-2014,5522,573,combined_mec_weight,weighted_log_loss,0.22658030108991173,0.2263034742987143,-0.00027682679119742093,0.011132002981865128,0.20474306706843753,0.24732516014973197,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2013-2014,5522,573,combined_mec_weight,calibration_intercept,-0.06402166937319868,-0.06066412049254941,0.0033575488806492707,0.06040742415043346,-0.17600447749574752,0.059125767966455245,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2013-2014,5522,573,combined_mec_weight,calibration_slope,1.0172064187108678,1.0219202936607694,0.004713874949901609,0.05000390564419518,0.9357846121781658,1.124579353852076,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2013-2014,5522,573,combined_mec_weight,observed_expected_ratio,0.9347090238746899,0.9342217488871696,-0.0004872749875203253,0.04604565398332722,0.8466506766834879,1.0252647604615284,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2013-2014,5522,573,combined_mec_weight,weighted_observed_prevalence,0.08814986283345702,0.08801832881068704,-0.00013153402276998294,0.0044666883294074,0.07923533566259075,0.09666317762574618,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2013-2014,5522,573,combined_mec_weight,weighted_mean_predicted_probability,0.09430727700482185,0.0942420824840298,-6.51945207920529e-05,0.002514028329145545,0.08936619803474181,0.09927014521249063,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2013-2014,5522,573,combined_mec_weight,calibration_in_the_large,-0.07429556515518643,-0.07609630899096043,-0.001800743835773999,0.054126373277297565,-0.18240202817539655,0.02759908978045852,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2013-2014,2370,244,combined_fasting_weight,survey_weighted_AUROC,0.8659280122143553,0.8658082483695795,-0.00011976384477585533,0.018874092183168614,0.8300315371021507,0.9020356015081648,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2013-2014,2370,244,combined_fasting_weight,survey_weighted_PR_AUC,0.4439184237678893,0.4471996404969849,0.003281216729095593,0.026193948350558136,0.3933756196424896,0.4939120429177283,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2013-2014,2370,244,combined_fasting_weight,weighted_Brier,0.06267794134444407,0.06248910750161662,-0.00018883384282745302,0.006229014264226149,0.050124835319774935,0.07420259143391096,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2013-2014,2370,244,combined_fasting_weight,weighted_log_loss,0.2171443476974691,0.21660783883793266,-0.0005365088595364331,0.018848246827244758,0.17967070596685822,0.2526445843010082,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2013-2014,2370,244,combined_fasting_weight,calibration_intercept,0.003995451488280998,-0.0009212746728423118,-0.00491672616112331,0.12191870855201448,-0.23597447227517596,0.21413335843283968,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2013-2014,2370,244,combined_fasting_weight,calibration_slope,1.0889461193840155,1.0950336632081266,0.00608754382411103,0.08180515026412369,0.9533627547021497,1.2733655608278722,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2013-2014,2370,244,combined_fasting_weight,observed_expected_ratio,0.910678523218223,0.9065123340454185,-0.004166189172804424,0.07480553197114337,0.7551671546657746,1.0449343909157944,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2013-2014,2370,244,combined_fasting_weight,weighted_observed_prevalence,0.08899312948449874,0.08863166441097839,-0.00036146507352034785,0.009453529302601536,0.07014964278651123,0.1061117376959083,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2013-2014,2370,244,combined_fasting_weight,weighted_mean_predicted_probability,0.09772178350051372,0.09761970109031452,-0.00010208241019919739,0.0038293158567598634,0.0900978237062421,0.10502832454881247,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2013-2014,2370,244,combined_fasting_weight,calibration_in_the_large,-0.10319284984964039,-0.11147467744409861,-0.008281827594458224,0.09131113477597352,-0.3063063859566977,0.04916748735111149,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2015-2016,5404,597,combined_mec_weight,survey_weighted_AUROC,0.8655147015741899,0.8656380265591703,0.0001233249849804663,0.009878374554555132,0.8473948325033394,0.8847194092210217,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2015-2016,5404,597,combined_mec_weight,survey_weighted_PR_AUC,0.37622613252303155,0.3802704330888517,0.004044300565820169,0.017925461355933873,0.34658990701689496,0.4162173806056171,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2015-2016,5404,597,combined_mec_weight,weighted_Brier,0.06428748106142629,0.06435962348335929,7.214242193299969e-05,0.003804166276590395,0.057008278558270314,0.07177139693951329,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2015-2016,5404,597,combined_mec_weight,weighted_log_loss,0.21859857711752476,0.2187749377116292,0.0001763605941044466,0.011800294880490305,0.19562795381164982,0.24176778714677813,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2015-2016,5404,597,combined_mec_weight,calibration_intercept,0.0141481790484985,0.019029710530413472,0.004881531481914971,0.08608159198812355,-0.13517381358440894,0.18543591071045018,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2015-2016,5404,597,combined_mec_weight,calibration_slope,1.061405147115536,1.0639849412522804,0.0025797941367444732,0.04561486040671237,0.986803426185724,1.1525893374711302,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2015-2016,5404,597,combined_mec_weight,observed_expected_ratio,0.9410932316815042,0.9419704641866802,0.0008772325051760177,0.032104552033634354,0.8793580475417085,1.0038633212991634,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2015-2016,5404,597,combined_mec_weight,weighted_observed_prevalence,0.08730107214212413,0.08744325344633179,0.00014218130420766417,0.005389585046975443,0.07680942667138858,0.09825181648005074,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2015-2016,5404,597,combined_mec_weight,weighted_mean_predicted_probability,0.0927655934642505,0.09279694131200597,3.1347847755464064e-05,0.004074749311083518,0.08478933426725628,0.10062718548228307,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2015-2016,5404,597,combined_mec_weight,calibration_in_the_large,-0.06671827356546434,-0.06623892914561841,0.00047934441984592846,0.0372983070286551,-0.1400336314390866,0.004283474422463121,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2015-2016,2246,266,combined_fasting_weight,survey_weighted_AUROC,0.858945525499689,0.8594831599573085,0.0005376344576194514,0.013658909360226781,0.8332125239507351,0.885669190451331,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2015-2016,2246,266,combined_fasting_weight,survey_weighted_PR_AUC,0.394007489041139,0.40273511120436534,0.008727622163226312,0.04739202535910602,0.31199073981607944,0.4969273665536262,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2015-2016,2246,266,combined_fasting_weight,weighted_Brier,0.0657442022564251,0.06566568245722375,-7.851979920135699e-05,0.003921655485629264,0.05806979217834987,0.07309897514072784,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2015-2016,2246,266,combined_fasting_weight,weighted_log_loss,0.22601069668827453,0.22571762382016766,-0.0002930728681068695,0.012727907149156842,0.20131239106798104,0.24952411679136038,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2015-2016,2246,266,combined_fasting_weight,calibration_intercept,0.029384713397857528,0.04062509038545532,0.011240376987597795,0.18214202298635312,-0.3062472729532664,0.4062910989945399,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2015-2016,2246,266,combined_fasting_weight,calibration_slope,1.1004014630029793,1.1090107589814715,0.008609295978492248,0.07978413957884721,0.9668336798826836,1.2747165040559172,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2015-2016,2246,266,combined_fasting_weight,observed_expected_ratio,0.9127753265258122,0.9135859214172167,0.0008105948914045591,0.06148134903946159,0.7983671722561767,1.0376372714051985,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2015-2016,2246,266,combined_fasting_weight,weighted_observed_prevalence,0.09057334731792417,0.09065161642982031,7.826911189613706e-05,0.007201946848645492,0.07685144971345548,0.10451609237881979,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2015-2016,2246,266,combined_fasting_weight,weighted_mean_predicted_probability,0.09922852282024613,0.09921192493254538,-1.6597887700753322e-05,0.003880772380648175,0.09144729369221866,0.10655376331247202,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2015-2016,2246,266,combined_fasting_weight,calibration_in_the_large,-0.10082826727633876,-0.1020824482288773,-0.0012541809525385417,0.07410145407657144,-0.24657901225683665,0.04079004232887808,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2015-2016,2246,266,combined_fasting_weight,survey_weighted_AUROC,0.858945525499689,0.8594831599573085,0.0005376344576194514,0.013658909360226781,0.8332125239507351,0.885669190451331,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2015-2016,2246,266,combined_fasting_weight,survey_weighted_PR_AUC,0.394007489041139,0.40273511120436534,0.008727622163226312,0.04739202535910602,0.31199073981607944,0.4969273665536262,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2015-2016,2246,266,combined_fasting_weight,weighted_Brier,0.0657442022564251,0.06566568245722375,-7.851979920135699e-05,0.003921655485629264,0.05806979217834987,0.07309897514072784,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2015-2016,2246,266,combined_fasting_weight,weighted_log_loss,0.22601069668827453,0.22571762382016766,-0.0002930728681068695,0.012727907149156842,0.20131239106798104,0.24952411679136038,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2015-2016,2246,266,combined_fasting_weight,calibration_intercept,0.029384713397857528,0.04062509038545532,0.011240376987597795,0.18214202298635312,-0.3062472729532664,0.4062910989945399,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2015-2016,2246,266,combined_fasting_weight,calibration_slope,1.1004014630029793,1.1090107589814715,0.008609295978492248,0.07978413957884721,0.9668336798826836,1.2747165040559172,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2015-2016,2246,266,combined_fasting_weight,observed_expected_ratio,0.9127753265258122,0.9135859214172167,0.0008105948914045591,0.06148134903946159,0.7983671722561767,1.0376372714051985,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2015-2016,2246,266,combined_fasting_weight,weighted_observed_prevalence,0.09057334731792417,0.09065161642982031,7.826911189613706e-05,0.007201946848645492,0.07685144971345548,0.10451609237881979,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2015-2016,2246,266,combined_fasting_weight,weighted_mean_predicted_probability,0.09922852282024613,0.09921192493254538,-1.6597887700753322e-05,0.003880772380648175,0.09144729369221866,0.10655376331247202,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2015-2016,2246,266,combined_fasting_weight,calibration_in_the_large,-0.10082826727633876,-0.1020824482288773,-0.0012541809525385417,0.07410145407657144,-0.24657901225683665,0.04079004232887808,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2015-2016,5404,597,combined_mec_weight,survey_weighted_AUROC,0.8679895618106076,0.8681118329697795,0.0001222711591718495,0.009868786111351774,0.8501508862466483,0.8870694238336756,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2015-2016,5404,597,combined_mec_weight,survey_weighted_PR_AUC,0.3840602870985435,0.38899040868050416,0.004930121581960656,0.020101787838776846,0.3520763534416385,0.4284322171597136,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2015-2016,5404,597,combined_mec_weight,weighted_Brier,0.06395437131335566,0.06402208743906722,6.77161257115616e-05,0.0037984401954211187,0.056533705499570576,0.07143948627087097,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2015-2016,5404,597,combined_mec_weight,weighted_log_loss,0.2175174821738994,0.21768377567682692,0.000166293502927517,0.01171403991275567,0.19467072908757824,0.24026278620902314,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2015-2016,5404,597,combined_mec_weight,calibration_intercept,0.0030167466500900884,0.007244366771516238,0.00422762012142615,0.09723414747368946,-0.15824687156088488,0.18111311096812105,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2015-2016,5404,597,combined_mec_weight,calibration_slope,1.04733416508781,1.0501175633169502,0.0027833982291400883,0.05157365814247599,0.9668191316115683,1.1406290912713506,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2015-2016,5404,597,combined_mec_weight,observed_expected_ratio,0.948674561771688,0.9491427664040973,0.0004682046324093747,0.03342625400609723,0.8837404860720426,1.0136733708573111,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2015-2016,5404,597,combined_mec_weight,weighted_observed_prevalence,0.08730107214212413,0.08744325344633179,0.00014218130420766417,0.005389585046975443,0.07680942667138858,0.09825181648005074,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2015-2016,5404,597,combined_mec_weight,weighted_mean_predicted_probability,0.09202425748518633,0.09209075978964987,6.650230446353378e-05,0.003846357831459622,0.0845256915750979,0.09931485573227526,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2015-2016,5404,597,combined_mec_weight,calibration_in_the_large,-0.05787786859472721,-0.05791409288536822,-3.6224290641005685e-05,0.0385612292796508,-0.13519149498667174,0.015052217712231152,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2015-2016,2246,266,combined_fasting_weight,survey_weighted_AUROC,0.857385730752938,0.8580233215123606,0.0006375907594226016,0.01433618026540513,0.8311162496353295,0.8857956629433081,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2015-2016,2246,266,combined_fasting_weight,survey_weighted_PR_AUC,0.38800371196623135,0.39679393071635494,0.00879021875012359,0.04382722174602261,0.3139363750474328,0.485231374554174,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2015-2016,2246,266,combined_fasting_weight,weighted_Brier,0.06608328633908134,0.06602929359929714,-5.399273978419494e-05,0.004078521828808692,0.05806943894776265,0.07380728457425324,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2015-2016,2246,266,combined_fasting_weight,weighted_log_loss,0.22676660857541156,0.22651087979480528,-0.0002557287806062847,0.013149484350034494,0.2008727387581915,0.25135862821852367,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2015-2016,2246,266,combined_fasting_weight,calibration_intercept,0.040632241414198064,0.05151467445047229,0.010882433036274224,0.17941644571161525,-0.29069950294149693,0.41576885979695993,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2015-2016,2246,266,combined_fasting_weight,calibration_slope,1.1013498298972442,1.1094376495906473,0.008087819693403109,0.07943401614606548,0.970972960511202,1.2759095370346816,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2015-2016,2246,266,combined_fasting_weight,observed_expected_ratio,0.917979589111473,0.9188427593133178,0.0008631702018447873,0.061022069742406,0.8042241373273703,1.042379977535451,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2015-2016,2246,266,combined_fasting_weight,weighted_observed_prevalence,0.09057334731792417,0.09065161642982031,7.826911189613706e-05,0.007201946848645492,0.07685144971345548,0.10451609237881979,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2015-2016,2246,266,combined_fasting_weight,weighted_mean_predicted_probability,0.09866597078219522,0.09863809651567759,-2.787426651762459e-05,0.0038445850125117596,0.09088390030986651,0.10590140461855789,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2015-2016,2246,266,combined_fasting_weight,calibration_in_the_large,-0.09451855108357732,-0.09565032730384294,-0.0011317762202656262,0.07315790587176271,-0.23827328006748505,0.04625693930417299,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2015-2016,5404,597,combined_mec_weight,survey_weighted_AUROC,0.8674969402376446,0.8675461859055058,4.924566786124185e-05,0.009755648219563604,0.8498556978051894,0.886329156847909,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2015-2016,5404,597,combined_mec_weight,survey_weighted_PR_AUC,0.37663488764541336,0.38133710330842996,0.004702215663016596,0.020605570301944712,0.3436518749651393,0.42166654500219664,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2015-2016,5404,597,combined_mec_weight,weighted_Brier,0.06418342098934622,0.06424297696472016,5.95559753739372e-05,0.003820051565460989,0.056783737832920754,0.07152421088622941,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
