cycle,algorithm,model,model_label,target_population,comparison_sample,n,events,weight_variable,metric,point_estimate,bootstrap_mean,bootstrap_bias,bootstrap_se,ci_lower,ci_upper,ci_level,ci_method,replicate_method,n_replicates_requested,n_replicates_valid,valid_replicate_fraction,design_df
2021-2023,xgboost,model0_core,Model 0 core clinical,MEC examination sample,core MEC target sample,7766,982,combined_mec_weight,weighted_observed_prevalence,0.09695569595871846,0.09709409020457789,0.00013839424585943005,0.005140719429047566,0.08765668520971824,0.10751696105635261,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model0_core,Model 0 core clinical,MEC examination sample,core MEC target sample,7766,982,combined_mec_weight,weighted_mean_predicted_probability,0.1040549225605629,0.10419771178842004,0.0001427892278571402,0.004156185648405372,0.09645402819857958,0.11270444550874281,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model0_core,Model 0 core clinical,MEC examination sample,core MEC target sample,7766,982,combined_mec_weight,calibration_in_the_large,-0.07855723160419181,-0.07910942268855203,-0.0005521910843602207,0.042160585932165144,-0.16045343721930896,-0.00023257210713273325,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model1_renal,Model 1 renal,MEC examination sample,renal comparison sample,7766,982,combined_mec_weight,survey_weighted_AUROC,0.8639780653469376,0.8639514846984948,-2.6580648442742216e-05,0.012176849446164753,0.8408451803613438,0.8873188486248186,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model1_renal,Model 1 renal,MEC examination sample,renal comparison sample,7766,982,combined_mec_weight,survey_weighted_PR_AUC,0.426024915518285,0.42665756386855525,0.0006326483502702707,0.025288027369500272,0.37794322128626767,0.475031208667696,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model1_renal,Model 1 renal,MEC examination sample,renal comparison sample,7766,982,combined_mec_weight,weighted_Brier,0.06874826149383224,0.06881946217466857,7.120068083632525e-05,0.003074301301948454,0.06326697544788253,0.07471658074665233,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model1_renal,Model 1 renal,MEC examination sample,renal comparison sample,7766,982,combined_mec_weight,weighted_log_loss,0.23214338471916265,0.23228003018937052,0.00013664547020786344,0.009036623844356946,0.2154592732736015,0.250024757850578,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model1_renal,Model 1 renal,MEC examination sample,renal comparison sample,7766,982,combined_mec_weight,calibration_intercept,-0.10035228644887832,-0.09686843047966638,0.003483855969211941,0.11044442895664494,-0.30481674717683876,0.12188919397747186,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model1_renal,Model 1 renal,MEC examination sample,renal comparison sample,7766,982,combined_mec_weight,calibration_slope,0.9956056462429321,1.0001358229901707,0.004530176747238546,0.06521012216056905,0.8887781368238725,1.1291691499945353,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model1_renal,Model 1 renal,MEC examination sample,renal comparison sample,7766,982,combined_mec_weight,observed_expected_ratio,0.9366894623186295,0.9367013999257243,1.1937607094836267e-05,0.03348842512336111,0.871563761842276,1.000840893599998,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model1_renal,Model 1 renal,MEC examination sample,renal comparison sample,7766,982,combined_mec_weight,weighted_observed_prevalence,0.09695569595871846,0.09709409020457789,0.00013839424585943005,0.005140719429047566,0.08765668520971824,0.10751696105635261,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model1_renal,Model 1 renal,MEC examination sample,renal comparison sample,7766,982,combined_mec_weight,weighted_mean_predicted_probability,0.10350890007742766,0.10365402395711652,0.00014512387968886042,0.004012645985914296,0.09621829906340526,0.11208539764687285,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model1_renal,Model 1 renal,MEC examination sample,renal comparison sample,7766,982,combined_mec_weight,calibration_in_the_large,-0.0726867185919593,-0.07331661484471622,-0.0006298962527569174,0.03965087848226352,-0.15230633783139622,0.0009385651248531013,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model2_metabolic,Model 2 metabolic,fasting subsample,metabolic comparison sample,3397,434,combined_fasting_weight,survey_weighted_AUROC,0.851856016899354,0.8523906777445502,0.0005346608451962664,0.016196531207506897,0.8230911399643271,0.8842947184971423,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model2_metabolic,Model 2 metabolic,fasting subsample,metabolic comparison sample,3397,434,combined_fasting_weight,survey_weighted_PR_AUC,0.4251116809112644,0.4274474568151851,0.0023357759039207004,0.02995673970964907,0.36777610787792214,0.48537537469622416,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model2_metabolic,Model 2 metabolic,fasting subsample,metabolic comparison sample,3397,434,combined_fasting_weight,weighted_Brier,0.06738894903571932,0.06740808422300143,1.9135187282109944e-05,0.003497853130702732,0.060726309907494044,0.07402588834778709,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model2_metabolic,Model 2 metabolic,fasting subsample,metabolic comparison sample,3397,434,combined_fasting_weight,weighted_log_loss,0.23211830291974028,0.23211217335077386,-6.129568966423138e-06,0.011442099541634552,0.2094762063259119,0.25377828929131646,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model2_metabolic,Model 2 metabolic,fasting subsample,metabolic comparison sample,3397,434,combined_fasting_weight,calibration_intercept,-0.15156934695899751,-0.1460344620848795,0.005534884874118018,0.11848159566503005,-0.38218493971414014,0.08711090998185635,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model2_metabolic,Model 2 metabolic,fasting subsample,metabolic comparison sample,3397,434,combined_fasting_weight,calibration_slope,1.006604732030674,1.0155188117304876,0.008914079699813726,0.08512608339925339,0.8772861448922363,1.1990708903294272,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model2_metabolic,Model 2 metabolic,fasting subsample,metabolic comparison sample,3397,434,combined_fasting_weight,observed_expected_ratio,0.8913503933022803,0.8915841353115115,0.00023374200923120814,0.05669756384403332,0.7850767197653642,0.9994408715634702,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model2_metabolic,Model 2 metabolic,fasting subsample,metabolic comparison sample,3397,434,combined_fasting_weight,weighted_observed_prevalence,0.09335715157717278,0.0933864867014018,2.9335124229021292e-05,0.005384949699689709,0.08288153997076297,0.10367061276262644,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model2_metabolic,Model 2 metabolic,fasting subsample,metabolic comparison sample,3397,434,combined_fasting_weight,weighted_mean_predicted_probability,0.10473675927970666,0.10486123859582577,0.00012447931611911378,0.004129354249231765,0.09717011621821962,0.11301017820744069,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model2_metabolic,Model 2 metabolic,fasting subsample,metabolic comparison sample,3397,434,combined_fasting_weight,calibration_in_the_large,-0.1276484717571953,-0.12951819293276345,-0.001869721175568162,0.07068993588144637,-0.26673537907145123,-0.0006228883513620021,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model3_inflammatory,Model 3 inflammatory,MEC examination sample,inflammatory comparison sample,7766,982,combined_mec_weight,survey_weighted_AUROC,0.8635423119092513,0.8635578102293111,1.5498320059759152e-05,0.011942759723761246,0.8410031656356827,0.886674983488969,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model3_inflammatory,Model 3 inflammatory,MEC examination sample,inflammatory comparison sample,7766,982,combined_mec_weight,survey_weighted_PR_AUC,0.4252128491780646,0.42658396913287117,0.0013711199548065434,0.025274436427767003,0.37711755945244607,0.47548556511923346,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model3_inflammatory,Model 3 inflammatory,MEC examination sample,inflammatory comparison sample,7766,982,combined_mec_weight,weighted_Brier,0.06875661936370053,0.0688301776855522,7.355832185167166e-05,0.0031142269671950774,0.06315675906902767,0.0747822270835244,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model3_inflammatory,Model 3 inflammatory,MEC examination sample,inflammatory comparison sample,7766,982,combined_mec_weight,weighted_log_loss,0.23220067493261878,0.23234366040504767,0.00014298547242888593,0.009328969066849596,0.21500459047891124,0.25082799388132837,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model3_inflammatory,Model 3 inflammatory,MEC examination sample,inflammatory comparison sample,7766,982,combined_mec_weight,calibration_intercept,-0.06800620882624535,-0.06423808777250574,0.0037681210537396093,0.10986124314527863,-0.27371229711050526,0.15578478289768566,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model3_inflammatory,Model 3 inflammatory,MEC examination sample,inflammatory comparison sample,7766,982,combined_mec_weight,calibration_slope,1.019898160208602,1.024486471204081,0.004588310995479183,0.06565586768650981,0.9118145973508582,1.1571338525048145,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model3_inflammatory,Model 3 inflammatory,MEC examination sample,inflammatory comparison sample,7766,982,combined_mec_weight,observed_expected_ratio,0.9344390138663669,0.9346540985581184,0.00021508469175157696,0.03472911791088553,0.8679374452889719,1.0012522476600454,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model3_inflammatory,Model 3 inflammatory,MEC examination sample,inflammatory comparison sample,7766,982,combined_mec_weight,weighted_observed_prevalence,0.09695569595871846,0.09709409020457789,0.00013839424585943005,0.005140719429047566,0.08765668520971824,0.10751696105635261,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model3_inflammatory,Model 3 inflammatory,MEC examination sample,inflammatory comparison sample,7766,982,combined_mec_weight,weighted_mean_predicted_probability,0.103758184878809,0.10388144863134323,0.00012326375253422783,0.00389077349366797,0.0967794274958125,0.11183043153829317,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model3_inflammatory,Model 3 inflammatory,MEC examination sample,inflammatory comparison sample,7766,982,combined_mec_weight,calibration_in_the_large,-0.0753702707974706,-0.07580882287657312,-0.00043855207910251104,0.04119796287946495,-0.1568459217933334,0.0013983776452321944,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model4_combined,Model 4 combined biomarkers,fasting subsample,combined comparison sample,3397,434,combined_fasting_weight,survey_weighted_AUROC,0.8564063696826409,0.8569771889211558,0.0005708192385148747,0.015985811424003207,0.8278430337937394,0.8875482814886201,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model4_combined,Model 4 combined biomarkers,fasting subsample,combined comparison sample,3397,434,combined_fasting_weight,survey_weighted_PR_AUC,0.4424306482774717,0.4443448739493059,0.001914225671834191,0.025166690546501412,0.3951011130429979,0.4925689701423177,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model4_combined,Model 4 combined biomarkers,fasting subsample,combined comparison sample,3397,434,combined_fasting_weight,weighted_Brier,0.06627765630509747,0.06629664261556588,1.898631046841348e-05,0.0033633244796599433,0.06000672721879307,0.07269370297937763,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model4_combined,Model 4 combined biomarkers,fasting subsample,combined comparison sample,3397,434,combined_fasting_weight,weighted_log_loss,0.22858715761539908,0.22855645380787049,-3.0703807528592586e-05,0.011199513304987436,0.20682271187382814,0.2496927085155832,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model4_combined,Model 4 combined biomarkers,fasting subsample,combined comparison sample,3397,434,combined_fasting_weight,calibration_intercept,-0.17915306557516356,-0.1740237904481005,0.005129275127063043,0.12630958672985917,-0.4213244253917353,0.0826146005555433,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model4_combined,Model 4 combined biomarkers,fasting subsample,combined comparison sample,3397,434,combined_fasting_weight,calibration_slope,0.9658168936294809,0.973704754489995,0.007887860860514184,0.08057327103112649,0.8461576323089373,1.1374177171972173,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model4_combined,Model 4 combined biomarkers,fasting subsample,combined comparison sample,3397,434,combined_fasting_weight,observed_expected_ratio,0.914212559732718,0.9137027566137572,-0.000509803118960761,0.052604001427006684,0.8128324784916477,1.010796863803601,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model4_combined,Model 4 combined biomarkers,fasting subsample,combined comparison sample,3397,434,combined_fasting_weight,weighted_observed_prevalence,0.09335715157717278,0.0933864867014018,2.9335124229021292e-05,0.005384949699689709,0.08288153997076297,0.10367061276262644,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model4_combined,Model 4 combined biomarkers,fasting subsample,combined comparison sample,3397,434,combined_fasting_weight,weighted_mean_predicted_probability,0.10211755524827505,0.1022664098142431,0.00014885456596805402,0.0035042836009940266,0.09583888028293337,0.10910510879719201,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model4_combined,Model 4 combined biomarkers,fasting subsample,combined comparison sample,3397,434,combined_fasting_weight,calibration_in_the_large,-0.09940162295404598,-0.10175243157137191,-0.0023508086173259363,0.06398379631748319,-0.22889068356662548,0.011982027206851441,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model0_paired_metabolic,Model 0 paired metabolic sample,fasting subsample,metabolic comparison sample,3397,434,combined_fasting_weight,survey_weighted_AUROC,0.852904475984044,0.8534133107729793,0.000508834788935375,0.017155796075135885,0.8226120760977823,0.8867199431632682,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model0_paired_metabolic,Model 0 paired metabolic sample,fasting subsample,metabolic comparison sample,3397,434,combined_fasting_weight,survey_weighted_PR_AUC,0.43190709140367417,0.4338349104667601,0.0019278190630859227,0.02417386551739228,0.38657063191985913,0.4817026545436978,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model0_paired_metabolic,Model 0 paired metabolic sample,fasting subsample,metabolic comparison sample,3397,434,combined_fasting_weight,weighted_Brier,0.06691846296497665,0.06693019553885991,1.1732573883260766e-05,0.0034682133177157933,0.060260258637543536,0.07342078429950119,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model0_paired_metabolic,Model 0 paired metabolic sample,fasting subsample,metabolic comparison sample,3397,434,combined_fasting_weight,weighted_log_loss,0.2310284844586254,0.23100210671845428,-2.637774017111294e-05,0.011508521860465745,0.2084323063863909,0.252519455421242,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model0_paired_metabolic,Model 0 paired metabolic sample,fasting subsample,metabolic comparison sample,3397,434,combined_fasting_weight,calibration_intercept,-0.15250542010749696,-0.14603411213968567,0.006471307967811285,0.11882274339160781,-0.3743190864388739,0.09458757811014641,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model0_paired_metabolic,Model 0 paired metabolic sample,fasting subsample,metabolic comparison sample,3397,434,combined_fasting_weight,calibration_slope,1.015177186212524,1.0243181275208955,0.009140941308371398,0.08470115740936002,0.886945250161282,1.2069644865925617,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model0_paired_metabolic,Model 0 paired metabolic sample,fasting subsample,metabolic comparison sample,3397,434,combined_fasting_weight,observed_expected_ratio,0.8835991945341677,0.8838360622173812,0.00023686768321351526,0.053901805787166385,0.7847429021168075,0.9865901864307188,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model0_paired_metabolic,Model 0 paired metabolic sample,fasting subsample,metabolic comparison sample,3397,434,combined_fasting_weight,weighted_observed_prevalence,0.09335715157717278,0.0933864867014018,2.9335124229021292e-05,0.005384949699689709,0.08288153997076297,0.10367061276262644,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model0_paired_metabolic,Model 0 paired metabolic sample,fasting subsample,metabolic comparison sample,3397,434,combined_fasting_weight,weighted_mean_predicted_probability,0.10565554173732644,0.10575626324365671,0.00010072150633026744,0.003980514544543422,0.09839215754349917,0.11373048235388551,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model0_paired_metabolic,Model 0 paired metabolic sample,fasting subsample,metabolic comparison sample,3397,434,combined_fasting_weight,calibration_in_the_large,-0.13740931812988855,-0.13908398239458597,-0.001674664264697423,0.06780288315439646,-0.26778188824627314,-0.015061732405362451,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model0_paired_combined,Model 0 paired combined sample,fasting subsample,combined comparison sample,3397,434,combined_fasting_weight,survey_weighted_AUROC,0.852904475984044,0.8534133107729793,0.000508834788935375,0.017155796075135885,0.8226120760977823,0.8867199431632682,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model0_paired_combined,Model 0 paired combined sample,fasting subsample,combined comparison sample,3397,434,combined_fasting_weight,survey_weighted_PR_AUC,0.43190709140367417,0.4338349104667601,0.0019278190630859227,0.02417386551739228,0.38657063191985913,0.4817026545436978,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model0_paired_combined,Model 0 paired combined sample,fasting subsample,combined comparison sample,3397,434,combined_fasting_weight,weighted_Brier,0.06691846296497665,0.06693019553885991,1.1732573883260766e-05,0.0034682133177157933,0.060260258637543536,0.07342078429950119,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model0_paired_combined,Model 0 paired combined sample,fasting subsample,combined comparison sample,3397,434,combined_fasting_weight,weighted_log_loss,0.2310284844586254,0.23100210671845428,-2.637774017111294e-05,0.011508521860465745,0.2084323063863909,0.252519455421242,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model0_paired_combined,Model 0 paired combined sample,fasting subsample,combined comparison sample,3397,434,combined_fasting_weight,calibration_intercept,-0.15250542010749696,-0.14603411213968567,0.006471307967811285,0.11882274339160781,-0.3743190864388739,0.09458757811014641,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model0_paired_combined,Model 0 paired combined sample,fasting subsample,combined comparison sample,3397,434,combined_fasting_weight,calibration_slope,1.015177186212524,1.0243181275208955,0.009140941308371398,0.08470115740936002,0.886945250161282,1.2069644865925617,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model0_paired_combined,Model 0 paired combined sample,fasting subsample,combined comparison sample,3397,434,combined_fasting_weight,observed_expected_ratio,0.8835991945341677,0.8838360622173812,0.00023686768321351526,0.053901805787166385,0.7847429021168075,0.9865901864307188,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model0_paired_combined,Model 0 paired combined sample,fasting subsample,combined comparison sample,3397,434,combined_fasting_weight,weighted_observed_prevalence,0.09335715157717278,0.0933864867014018,2.9335124229021292e-05,0.005384949699689709,0.08288153997076297,0.10367061276262644,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model0_paired_combined,Model 0 paired combined sample,fasting subsample,combined comparison sample,3397,434,combined_fasting_weight,weighted_mean_predicted_probability,0.10565554173732644,0.10575626324365671,0.00010072150633026744,0.003980514544543422,0.09839215754349917,0.11373048235388551,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
2021-2023,xgboost,model0_paired_combined,Model 0 paired combined sample,fasting subsample,combined comparison sample,3397,434,combined_fasting_weight,calibration_in_the_large,-0.13740931812988855,-0.13908398239458597,-0.001674664264697423,0.06780288315439646,-0.26778188824627314,-0.015061732405362451,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
