comparison,algorithm,cycle,n,events,weight_variable,core_model,extended_model,delta_AUROC,delta_PR_AUC,delta_Brier_improvement,delta_log_loss_improvement,core_calibration_intercept,extended_calibration_intercept,core_calibration_slope,extended_calibration_slope,absolute_intercept_deviation_change,absolute_slope_deviation_change,imbalance_setting
combined,xgboost,2013-2014,2370,244,combined_fasting_weight,model0_paired_combined,model4_combined,-0.0011211778806167194,0.029667175789824307,0.0013613672562244328,0.0019197711984326737,0.08018304716911648,0.003995451488280375,1.1170008469740706,1.0889461193840153,0.0761875956808361,0.02805472759005534,main_observed_class_distribution
combined,xgboost,2015-2016,2246,266,combined_fasting_weight,model0_paired_combined,model4_combined,0.007273874565745686,0.033600006179699105,0.0015949181336032958,0.005147090496836176,0.02938471339785753,0.12586058236525413,1.1004014630029793,1.1434170462061775,-0.0964758689673966,-0.043015583203198204,main_observed_class_distribution
combined,xgboost,2017-2018,2279,287,combined_fasting_weight,model0_paired_combined,model4_combined,-0.008106753680702572,-0.001820437737300118,-0.0014417637155636348,-0.0057377784547072985,-0.2660737058986597,-0.3742472545287988,0.8588814226538474,0.7831014805790433,-0.10817354863013912,-0.0757799420748041,main_observed_class_distribution
inflammatory,elastic_net,2005-2006,4448,533,combined_mec_weight,model0_core,model3_inflammatory,0.0029502536887260344,0.0069647088047425365,0.00034189730409582564,0.0013944623706921566,0.10594717044057386,0.13341823268014633,0.9947416253587584,1.0056286794560052,-0.027471062239572464,-0.0003703048147636334,main_observed_class_distribution
inflammatory,elastic_net,2007-2008,5649,677,combined_mec_weight,model0_core,model3_inflammatory,0.000857057646850734,0.007458276502886385,0.0002814743925179941,0.0006780370211076359,0.06945362258100926,0.0949097013268798,1.0249267128685786,1.0341110403812852,-0.02545607874587054,-0.009184327512706592,main_observed_class_distribution
inflammatory,elastic_net,2009-2010,5990,646,combined_mec_weight,model0_core,model3_inflammatory,0.0001554274029232916,0.0028907367592683753,0.00011388889419870762,0.00022421636605945983,-0.1685420313155057,-0.16000875217523755,0.9537351286056369,0.95382028822204,0.008533279140268163,8.515961640309655e-05,main_observed_class_distribution
inflammatory,elastic_net,2011-2012,5260,550,combined_mec_weight,model0_core,model3_inflammatory,0.0011908636450708165,0.0036056812687758066,0.00026641805495056237,0.0005881278557764991,-0.04663188899651303,-0.027541230517443165,0.9539106390038112,0.9576590654564437,0.019090658479069864,0.003748426452632514,main_observed_class_distribution
inflammatory,elastic_net,2013-2014,5522,573,combined_mec_weight,model0_core,model3_inflammatory,0.0009006344154011137,-0.0006572140803328685,4.438903380464543e-05,0.0003537013871765804,-0.04583067356589075,-0.0791041404702539,0.9919471897383998,0.9838899238670371,-0.03327346690436314,-0.008057265871362684,main_observed_class_distribution
inflammatory,elastic_net,2015-2016,5404,597,combined_mec_weight,model0_core,model3_inflammatory,0.0008743577332191999,0.007375545293840935,0.00024053260274667365,0.0006231071733115712,0.023346879339047694,0.008020616229782673,1.0516499852966859,1.0496766897241891,0.01532626310926502,0.0019732955724967027,main_observed_class_distribution
inflammatory,elastic_net,2017-2018,5209,646,combined_mec_weight,model0_core,model3_inflammatory,0.0008045261369020729,-0.004807127308600112,-0.00023262283761348035,-0.0001965383929822262,0.003052173635859398,-0.01819830663037874,0.9965290708848361,0.9860410184983603,-0.015146132994519342,-0.010488052386475766,main_observed_class_distribution
