target_population,comparison_sample,model,model_label,algorithm,weight_variable,metric,point_estimate,bootstrap_mean,bootstrap_bias,bootstrap_se,ci_lower,ci_upper,ci_level,ci_method,replicate_method,n_replicates_requested,n_replicates_valid,valid_replicate_fraction,design_df
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,combined_fasting_weight,weighted_mean_predicted_probability,0.09177569007540679,0.0917235299697113,-5.216010569548957e-05,0.0018713164526658636,0.08807277299113025,0.0952731994023191,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,combined_fasting_weight,calibration_in_the_large,-0.0008370283043039249,-0.004557402381941881,-0.003720374077637956,0.030102498492721338,-0.06359007134745652,0.05135179317625215,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,combined_fasting_weight,survey_weighted_AUROC,0.8494451399965894,0.8494613501547812,1.6210158191753976e-05,0.005692169406856766,0.8383959201408253,0.8608435027491037,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,combined_fasting_weight,survey_weighted_PR_AUC,0.4046063254870792,0.4099428742576394,0.005336548770560223,0.012328165050914582,0.3852892424131442,0.43384225996938885,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,combined_fasting_weight,weighted_Brier,0.06725896226625333,0.0671682453991438,-9.071686710952764e-05,0.002306704065243404,0.06264056035150722,0.0717306768846369,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,combined_fasting_weight,weighted_log_loss,0.2317487363875899,0.2314934194983417,-0.0002553168892481805,0.006876643178466328,0.2176424228647054,0.24475872890412234,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,combined_fasting_weight,calibration_intercept,0.017045129148289317,0.020147359203516308,0.0031022300552269906,0.05123078995108648,-0.07860100248767148,0.11908910028707395,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,combined_fasting_weight,calibration_slope,1.0067917920288496,1.0123595886815968,0.005567796652747203,0.026253907506148394,0.963546440402043,1.063751885559362,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,combined_fasting_weight,observed_expected_ratio,1.009447796386636,1.0084043354870948,-0.0010434608995411043,0.028345095944849637,0.9518486252414474,1.0616393040263437,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,combined_fasting_weight,weighted_observed_prevalence,0.09178738509515354,0.09170394757066022,-8.343752449331554e-05,0.0033946338584956597,0.08497160387016178,0.0983700684646516,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,combined_fasting_weight,weighted_mean_predicted_probability,0.09127250820323755,0.09121634197178133,-5.616623145622557e-05,0.0017864591171645012,0.08773192527504356,0.09456248539150829,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,combined_fasting_weight,calibration_in_the_large,0.006921064264013526,0.003156563705838101,-0.0037645005581754248,0.031002719192396947,-0.0591517059033154,0.061646170103685775,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,combined_fasting_weight,survey_weighted_AUROC,0.8443926674263104,0.8442247656330938,-0.00016790179321657384,0.005695575544008959,0.8329400786481845,0.8560443829162543,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,combined_fasting_weight,survey_weighted_PR_AUC,0.37028855318213466,0.37402969658180785,0.0037411433996731858,0.012178277816998408,0.34954844178344585,0.3967894333925193,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,combined_fasting_weight,weighted_Brier,0.06864828784843584,0.06859452112624623,-5.376672218961043e-05,0.002226017663102101,0.06412891959328608,0.07284841063998196,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,combined_fasting_weight,weighted_log_loss,0.23528814773217316,0.23512962724430916,-0.00015852048786399453,0.006666978242088501,0.2219070148896622,0.2477568660205653,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,combined_fasting_weight,calibration_intercept,-0.017193393133744652,-0.01676255095548263,0.00043084217826202045,0.05564016690880135,-0.12944007725214213,0.09165866407271936,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,combined_fasting_weight,calibration_slope,0.9919144717413245,0.9957432053852869,0.003828733643962412,0.026392425211618283,0.9457661987585421,1.04976432991555,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,combined_fasting_weight,observed_expected_ratio,1.0007789878671982,0.9997934051426685,-0.0009855827245297544,0.027807540299323013,0.9454511002229476,1.0515737406273975,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,combined_fasting_weight,weighted_observed_prevalence,0.09178738509515354,0.09170394757066022,-8.343752449331554e-05,0.0033946338584956597,0.08497160387016178,0.0983700684646516,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,combined_fasting_weight,weighted_mean_predicted_probability,0.09181097669038417,0.09175186471747096,-5.911197291320891e-05,0.001849252000540028,0.08815448684405121,0.095299474159351,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,combined_fasting_weight,calibration_in_the_large,-0.001022747029337864,-0.004653795091869627,-0.003631048062531763,0.03056305806253459,-0.06618200477063681,0.05114143413644324,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,combined_fasting_weight,survey_weighted_AUROC,0.8457207918876039,0.845644143579571,-7.664830803288947e-05,0.005813430870139013,0.8341522794396966,0.857466161613742,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,combined_fasting_weight,survey_weighted_PR_AUC,0.38418486522034756,0.3884367451673763,0.004251879947028747,0.013238218136797927,0.36220734584104924,0.4133063333390595,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,combined_fasting_weight,weighted_Brier,0.0681796463587806,0.06809917058558233,-8.047577319826582e-05,0.0022547264391297854,0.06362283161763219,0.07241763693054235,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,combined_fasting_weight,weighted_log_loss,0.23446041677059526,0.23423041528467742,-0.0002300014859178412,0.0067914662615014025,0.2207084659615732,0.2471567103701382,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,combined_fasting_weight,calibration_intercept,0.026148723285490862,0.02830711014988309,0.002158386864392226,0.05434264219731612,-0.07967026860131406,0.12948900538054042,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,combined_fasting_weight,calibration_slope,1.0161288583406676,1.0212545313492467,0.005125673008579135,0.02759720408118137,0.9691072847084167,1.0753918206453983,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,combined_fasting_weight,observed_expected_ratio,1.0052485990048488,1.0041613817230288,-0.00108721728181993,0.02842629541624074,0.9478652765720953,1.0580879171514053,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,combined_fasting_weight,weighted_observed_prevalence,0.09178738509515354,0.09170394757066022,-8.343752449331554e-05,0.0033946338584956597,0.08497160387016178,0.0983700684646516,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,combined_fasting_weight,weighted_mean_predicted_probability,0.09171552304108067,0.09166321404482497,-5.2308996255703843e-05,0.0018339500091013052,0.08806883041377042,0.09521098726349128,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,combined_fasting_weight,calibration_in_the_large,0.001798299332963779,-0.0019392176752108773,-0.0037375170081746564,0.031028008808528965,-0.06381663276630763,0.05568762321573582,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,combined_fasting_weight,survey_weighted_AUROC,0.8457410543585008,0.845524553339232,-0.00021650101926873333,0.005733153721403398,0.8342878894716061,0.8571609948393879,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,combined_fasting_weight,survey_weighted_PR_AUC,0.3708485587495131,0.37467341767267154,0.003824858923158425,0.012160649932496766,0.3498680270725681,0.39745900871136447,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,combined_fasting_weight,weighted_Brier,0.0685360994496825,0.06848447194082864,-5.162750885386036e-05,0.0022158367662641057,0.06403827029715381,0.07274810740975644,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,combined_fasting_weight,weighted_log_loss,0.23478105026694926,0.2346273169955315,-0.00015373327141776638,0.006628497405794956,0.2214302259102531,0.24707465894594502,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,combined_fasting_weight,calibration_intercept,-0.017076454523112714,-0.016858383237813343,0.00021807128529937117,0.055546164898847464,-0.12984036977649396,0.09238470793136193,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,combined_fasting_weight,calibration_slope,0.9923443077638815,0.996070828184506,0.0037265204206244906,0.026408980410696163,0.9447264857069082,1.0498038965204548,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,combined_fasting_weight,observed_expected_ratio,1.000018212786115,0.9989874413220601,-0.001030771464054947,0.027529773779232845,0.9449363516901458,1.0499665526878257,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,combined_fasting_weight,weighted_observed_prevalence,0.09178738509515354,0.09170394757066022,-8.343752449331554e-05,0.0033946338584956597,0.08497160387016178,0.0983700684646516,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,combined_fasting_weight,weighted_mean_predicted_probability,0.09184901476816977,0.09179039025694771,-5.862451122205792e-05,0.0018481992419219443,0.08819261758479666,0.09535424674644237,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,elastic_net,combined_fasting_weight,calibration_in_the_large,-0.0015956351381434888,-0.0052326662456645984,-0.00363703110752111,0.030290262157515402,-0.0657446517073443,0.04996748504662788,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,combined_fasting_weight,survey_weighted_AUROC,0.8462215301943032,0.8460886624559277,-0.00013286773837550836,0.005679541613544036,0.8351643272406563,0.8575458729091536,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,combined_fasting_weight,survey_weighted_PR_AUC,0.38113608880223326,0.3859263887230376,0.0047902999208043195,0.012689734954618429,0.35982354378634934,0.4104435580565975,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,combined_fasting_weight,weighted_Brier,0.06848971361597744,0.06841397524254636,-7.573837343108347e-05,0.002275625736115912,0.06384697155995635,0.07282220611581189,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,combined_fasting_weight,weighted_log_loss,0.2348002566942962,0.2345793934236151,-0.00022086327068107647,0.006787526399802095,0.2208682737280573,0.2475336280382721,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,combined_fasting_weight,calibration_intercept,-0.004280898075390076,-0.00225908087692717,0.0020218171984629062,0.05323868712151127,-0.10649254803105768,0.10260966415438491,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,combined_fasting_weight,calibration_slope,0.9963649391732691,1.0012061314210774,0.004841192247808324,0.02648249539038095,0.9515810173870872,1.0527815102474551,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,combined_fasting_weight,observed_expected_ratio,1.006283780000573,1.005197786698934,-0.0010859933016391654,0.02821408989399935,0.9491425692394202,1.0579607767468693,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,combined_fasting_weight,weighted_observed_prevalence,0.09178738509515354,0.09170394757066022,-8.343752449331554e-05,0.0033946338584956597,0.08497160387016178,0.0983700684646516,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,combined_fasting_weight,weighted_mean_predicted_probability,0.09159081793058559,0.09153348601805894,-5.733191252664527e-05,0.001817255972860967,0.08797912059092386,0.09499914623913681,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,combined_fasting_weight,calibration_in_the_large,0.0031289849981504603,-0.0005607165836755652,-0.0036897015818260254,0.030787328519670556,-0.06179939695128509,0.05601956121419052,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,109
