target_population,comparison_sample,model,model_label,algorithm,cycle,n,events,weight_variable,classification_threshold,classification_threshold_type,survey_weighted_AUROC,survey_weighted_PR_AUC,unweighted_AUROC,unweighted_PR_AUC,weighted_Brier,weighted_log_loss,unweighted_Brier,unweighted_log_loss,calibration_intercept,calibration_slope,observed_expected_ratio,weighted_observed_prevalence,weighted_mean_predicted_probability,calibration_in_the_large,sensitivity,specificity,PPV,NPV,F1,imbalance_setting
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2009-2010,2594,273,combined_fasting_weight,0.5,fixed_0.50,0.8375809802078402,0.3690942728266637,0.8403918356524992,0.4095307077048742,0.1304219343785217,0.4023691577410286,0.1587436944246292,0.4725670854995226,-2.030616521838231,0.9536060224214596,0.2819643853068875,0.0815187617743325,0.2891101359684426,-1.5221784722717784,0.7765567765567766,0.7406290392072382,0.2604422604422604,0.9657303370786516,0.390064397424103,training_negatives_divided_by_training_positives
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2009-2010,5990,646,combined_mec_weight,0.5,fixed_0.50,0.8494555865831449,0.3558838856887144,0.8409237059935855,0.3911110738066898,0.1292709805951512,0.4015523698200353,0.159915879368782,0.4773915751621354,-2.067059642275547,0.962255318737613,0.2801280074756873,0.0810749535580189,0.2894210910526522,-1.529633167325021,0.7894736842105263,0.750561377245509,0.2767227346717308,0.967205208584519,0.4098031337886701,training_negatives_divided_by_training_positives
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2009-2010,2594,273,combined_fasting_weight,0.5,fixed_0.50,0.8386805828454057,0.3578983824575198,0.8437281517850238,0.4073538223056454,0.1253542519240998,0.3913541458263068,0.151799738407135,0.4578545384287699,-1.988852713632824,0.9105051240339824,0.2919642371780336,0.0815187617743325,0.2792080378139743,-1.4734948825500245,0.7765567765567766,0.7690650581645843,0.2834224598930481,0.966955579631636,0.4152791380999021,training_negatives_divided_by_training_positives
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2011-2012,5260,550,combined_mec_weight,0.5,fixed_0.50,0.8437125542558492,0.3753641101664707,0.8340833815865663,0.3740469652960592,0.1268383470414826,0.3928315628631978,0.1527561098337173,0.455270717427345,-1.9193542278087967,0.9304186811221886,0.3095767313875005,0.0872691883059831,0.2818984098541545,-1.4123792454087298,0.7563636363636363,0.7656050955414013,0.2736842105263158,0.9641711229946524,0.4019323671497585,training_negatives_divided_by_training_positives
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2011-2012,2294,239,combined_fasting_weight,0.5,fixed_0.50,0.829275733873773,0.3790919573697027,0.8264015718372375,0.3661652339927806,0.1291994150819018,0.4035369884254311,0.1518779098987579,0.4561081497407276,-1.7789638084030828,0.9471011567292263,0.3322854923653534,0.0968836554313234,0.2915675154568538,-1.3445573891324774,0.7489539748953975,0.7727493917274939,0.2770897832817337,0.9635922330097088,0.4045197740112993,training_negatives_divided_by_training_positives
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2011-2012,2294,239,combined_fasting_weight,0.5,fixed_0.50,0.829275733873773,0.3790919573697027,0.8264015718372375,0.3661652339927806,0.1291994150819018,0.4035369884254311,0.1518779098987579,0.4561081497407276,-1.7789638084030828,0.9471011567292263,0.3322854923653534,0.0968836554313234,0.2915675154568538,-1.3445573891324774,0.7489539748953975,0.7727493917274939,0.2770897832817337,0.9635922330097088,0.4045197740112993,training_negatives_divided_by_training_positives
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2011-2012,5260,550,combined_mec_weight,0.5,fixed_0.50,0.8478498137907075,0.397307066596738,0.8407280447790003,0.3955011351103653,0.1249873916546469,0.3922424666534984,0.150648683309555,0.455027939490433,-1.9433445706720545,0.9496955263076384,0.306953781806032,0.0872691883059831,0.2843072588730301,-1.4242481460326206,0.7527272727272727,0.7723991507430998,0.278600269179004,0.963963963963964,0.4066797642436149,training_negatives_divided_by_training_positives
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2011-2012,2294,239,combined_fasting_weight,0.5,fixed_0.50,0.8305063175364295,0.3682051429976062,0.8286595608221605,0.3596806415471303,0.1296699830982945,0.4041586024746199,0.1512565910816192,0.4540430723760831,-1.7828687920010773,0.9441757242844008,0.3323095161111221,0.0968836554313234,0.2915464370840532,-1.344455340141259,0.7531380753138075,0.770316301703163,0.2760736196319018,0.964068209500609,0.4040404040404041,training_negatives_divided_by_training_positives
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2011-2012,5260,550,combined_mec_weight,0.5,fixed_0.50,0.8431335953967328,0.3801241447217288,0.8350075275043427,0.3823259810139179,0.1245750948378854,0.3871557710724204,0.1499089300632476,0.4488133064465284,-1.8983898354126425,0.9142119331163268,0.3150357707937639,0.0872691883059831,0.27701358511162,-1.3881196542591498,0.7436363636363637,0.7745222929936306,0.2780421481985044,0.9627870150435472,0.404750123701138,training_negatives_divided_by_training_positives
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2011-2012,2294,239,combined_fasting_weight,0.5,fixed_0.50,0.8321716681457303,0.4010185720967761,0.8312860764132791,0.3815332402497941,0.1242035442177813,0.3925152187646755,0.1450424343347549,0.4414813883132087,-1.7506499352706115,0.9554793545781578,0.3400606973192168,0.0968836554313234,0.2849010667656728,-1.3120616418822562,0.7322175732217573,0.7951338199513382,0.2936241610738255,0.9623085983510012,0.4191616766467065,training_negatives_divided_by_training_positives
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2013-2014,5522,573,combined_mec_weight,0.5,fixed_0.50,0.8459087490658828,0.396585610022113,0.8380683671529884,0.4021512935827926,0.1378401581354996,0.4172661474444672,0.1568806618452072,0.4642545291692258,-2.034454591184002,0.9256551171967072,0.2965290688578142,0.088149862833457,0.2972722477866913,-1.4761161275422976,0.7364746945898778,0.7524752475247525,0.2562234365513054,0.961032258064516,0.3801801801801802,training_negatives_divided_by_training_positives
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2013-2014,2370,244,combined_fasting_weight,0.5,fixed_0.50,0.869178855014389,0.4155240945105583,0.8496715142729362,0.4094746971284146,0.1356793867174315,0.4175325792742531,0.157909095287323,0.4709745707961573,-2.114904655597149,1.1451063283217764,0.2851817595802438,0.0889931294844987,0.3120575790523447,-1.5354738440912152,0.7827868852459017,0.7502351834430856,0.2645429362880886,0.9678398058252428,0.3954451345755694,training_negatives_divided_by_training_positives
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2013-2014,2370,244,combined_fasting_weight,0.5,fixed_0.50,0.869178855014389,0.4155240945105583,0.8496715142729362,0.4094746971284146,0.1356793867174315,0.4175325792742531,0.157909095287323,0.4709745707961573,-2.114904655597149,1.1451063283217764,0.2851817595802438,0.0889931294844987,0.3120575790523447,-1.5354738440912152,0.7827868852459017,0.7502351834430856,0.2645429362880886,0.9678398058252428,0.3954451345755694,training_negatives_divided_by_training_positives
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2013-2014,5522,573,combined_mec_weight,0.5,fixed_0.50,0.8528933175199089,0.4077618998497332,0.8463119631762301,0.4167904244600367,0.1360198464675045,0.415084106909928,0.1541368812322616,0.4600910328820614,-2.061057460938838,0.9596927935506148,0.294879322221088,0.088149862833457,0.2989353820047307,-1.484064674320586,0.7539267015706806,0.7631844817134775,0.2693266832917705,0.9640122511485452,0.3968764354616445,training_negatives_divided_by_training_positives
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2013-2014,2370,244,combined_fasting_weight,0.5,fixed_0.50,0.8670815374421017,0.4201902073596762,0.8473235353083602,0.4092136813006938,0.1350254951981678,0.4151639118109744,0.156861275434494,0.4676494823690938,-2.100162436919134,1.13103238342126,0.2874881913971894,0.0889931294844987,0.3095540343830927,-1.5237862161572844,0.7622950819672131,0.7530573847601129,0.2616033755274262,0.9650391802290536,0.3895287958115184,training_negatives_divided_by_training_positives
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2013-2014,5522,573,combined_mec_weight,0.5,fixed_0.50,0.8485453209814791,0.3953544275791088,0.8407894908520663,0.3998806729567569,0.1397706864499557,0.4270061546822871,0.1577723920345306,0.4706621354350139,-2.0805474522505985,1.0238938502380617,0.2834993546713489,0.088149862833457,0.3109349682141115,-1.5406854330823314,0.7591623036649214,0.7526773085471813,0.2622061482820976,0.9642764690654932,0.389784946236559,training_negatives_divided_by_training_positives
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2013-2014,2370,244,combined_fasting_weight,0.5,fixed_0.50,0.8664677915457107,0.4491015566444959,0.8537602362629737,0.4503372870857182,0.1336817246135318,0.4133963182507115,0.1525555253028869,0.4591802952585977,-2.103871366071159,1.1196998074774256,0.2879752798287628,0.0889931294844987,0.3090304471182951,-1.5213353150219338,0.7663934426229508,0.7662276575729069,0.2733918128654971,0.9661921708185054,0.4030172413793103,training_negatives_divided_by_training_positives
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2015-2016,5404,597,combined_mec_weight,0.5,fixed_0.50,0.8665613111234032,0.3732934941384495,0.8482151413053061,0.4003611534253902,0.1383508988604543,0.4236689698365943,0.1629864275455474,0.4837937578640993,-2.14107594269941,1.0608965686306002,0.2806685100206229,0.0873010721421241,0.3110469077407702,-1.5518138626943072,0.8140703517587939,0.7387143748699813,0.2789896670493685,0.9696886947023484,0.4155622060709705,training_negatives_divided_by_training_positives
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2015-2016,2246,266,combined_fasting_weight,0.5,fixed_0.50,0.8602255331996667,0.3974770603727225,0.8369731146046936,0.4022196051181093,0.144346425584687,0.4378333804026101,0.1737325191497802,0.5090314065556554,-2.15239820023932,1.1257567133192126,0.2797693281358586,0.0905733473179241,0.3237429489552225,-1.57003093558904,0.8157894736842105,0.7191919191919192,0.2807244501940492,0.96673455532926,0.4177093358999038,training_negatives_divided_by_training_positives
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2015-2016,2246,266,combined_fasting_weight,0.5,fixed_0.50,0.8602255331996667,0.3974770603727225,0.8369731146046936,0.4022196051181093,0.144346425584687,0.4378333804026101,0.1737325191497802,0.5090314065556554,-2.15239820023932,1.1257567133192126,0.2797693281358586,0.0905733473179241,0.3237429489552225,-1.57003093558904,0.8157894736842105,0.7191919191919192,0.2807244501940492,0.96673455532926,0.4177093358999038,training_negatives_divided_by_training_positives
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2015-2016,5404,597,combined_mec_weight,0.5,fixed_0.50,0.8679629213788581,0.3817770177807382,0.85378002975142,0.4189152378411636,0.1347555514378892,0.4172155079698437,0.1582108438014984,0.4752985914139671,-2.1169595399267065,1.0454909834502588,0.2842189835388472,0.0873010721421241,0.3071612988517769,-1.5336191163498234,0.8056951423785594,0.7522363220303724,0.2876794258373206,0.9689174705251876,0.4239753195240194,training_negatives_divided_by_training_positives
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2015-2016,2246,266,combined_fasting_weight,0.5,fixed_0.50,0.8569983483588339,0.3932822526041434,0.8374287992709045,0.3983143561984352,0.1437288517005568,0.4371498793149874,0.1715304255485534,0.5048003657981114,-2.126469934398823,1.119562585634901,0.2801689798855244,0.0905733473179241,0.3232811403851059,-1.5679207943724067,0.8157894736842105,0.7212121212121212,0.2821846553966189,0.966824644549763,0.4193236714975845,training_negatives_divided_by_training_positives
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2015-2016,5404,597,combined_mec_weight,0.5,fixed_0.50,0.8671240900435115,0.3730188059688947,0.8486819019861808,0.403829597861812,0.1349581681909022,0.4152925558739632,0.1583893001079559,0.471999998745352,-2.106924235417249,1.0404411450072302,0.2867133883892059,0.0873010721421241,0.3044889972965448,-1.5210314426740577,0.7906197654941374,0.7553567713750781,0.2864077669902912,0.966719914802982,0.420489977728285,training_negatives_divided_by_training_positives
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2015-2016,2246,266,combined_fasting_weight,0.5,fixed_0.50,0.86648877347899,0.4304255687426587,0.849857598541809,0.4421910411482233,0.1387018597240207,0.4246595608061432,0.1638932824134826,0.4872527091155558,-2.128101936024211,1.1621167076220251,0.2849828183493486,0.0905733473179241,0.3178203789355963,-1.5428477388099648,0.8045112781954887,0.7429292929292929,0.2959889349930844,0.9658568614576494,0.4327603640040445,training_negatives_divided_by_training_positives
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2017-2018,5209,646,combined_mec_weight,0.5,fixed_0.50,0.8504828305368082,0.3617666125641573,0.8219190025572498,0.368364867329672,0.1454630847844386,0.4425683788581809,0.1853900402784347,0.5404902464508239,-2.035105204663931,1.011415720154812,0.2991212402135263,0.0963747859305344,0.3221930540998619,-1.4944584835019523,0.7910216718266254,0.6964716195485426,0.2695147679324894,0.9592514337458496,0.4020456333595594,training_negatives_divided_by_training_positives
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2017-2018,2279,287,combined_fasting_weight,0.5,fixed_0.50,0.8240760472193143,0.3145343753085848,0.8118947917103957,0.3635360902909261,0.1535015589036029,0.4638799401169104,0.1895430535078048,0.5531272848435235,-1.9620287020735647,0.8606279946323512,0.3064487755227623,0.0998769339312416,0.3259172230688943,-1.4718832409855371,0.7874564459930313,0.6957831325301205,0.2716346153846153,0.9578438147892192,0.4039320822162645,training_negatives_divided_by_training_positives
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,xgboost,2017-2018,2279,287,combined_fasting_weight,0.5,fixed_0.50,0.8240760472193143,0.3145343753085848,0.8118947917103957,0.3635360902909261,0.1535015589036029,0.4638799401169104,0.1895430535078048,0.5531272848435235,-1.9620287020735647,0.8606279946323512,0.3064487755227623,0.0998769339312416,0.3259172230688943,-1.4718832409855371,0.7874564459930313,0.6957831325301205,0.2716346153846153,0.9578438147892192,0.4039320822162645,training_negatives_divided_by_training_positives
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2017-2018,5209,646,combined_mec_weight,0.5,fixed_0.50,0.8529333382854768,0.3764892452273117,0.8299259286399081,0.3925124752940632,0.1412356043091096,0.4338035621881081,0.1792565435171127,0.5274478875366987,-2.006211733210639,1.0154329639496025,0.3033529753978475,0.0963747859305344,0.3176985022287614,-1.4738012653993195,0.7910216718266254,0.7144422529037914,0.2816979051819184,0.9602356406480118,0.4154471544715447,training_negatives_divided_by_training_positives
fasting subsample,metabolic comparison sample,model2_metabolic,Model 2 metabolic,xgboost,2017-2018,2279,287,combined_fasting_weight,0.5,fixed_0.50,0.8243819862865671,0.3216940760615885,0.8136150875278116,0.3730509933002459,0.1542806685928237,0.4665649343482975,0.1895700693130493,0.5573521805754554,-1.9655874009447487,0.7898047450625929,0.3109948724703377,0.0998769339312416,0.3211529924525291,-1.4501145663089154,0.7770034843205574,0.7028112449799196,0.2736196319018404,0.9562841530054644,0.4047186932849365,training_negatives_divided_by_training_positives
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,xgboost,2017-2018,5209,646,combined_mec_weight,0.5,fixed_0.50,0.852035915753828,0.3579306581107414,0.8253783121608794,0.3748228315519478,0.1458068063790859,0.4459067435220661,0.1857048720121383,0.5458239513569396,-2.0461218053371826,0.9481411633204744,0.3002184160255305,0.0963747859305344,0.3210155699520404,-1.4890615074451778,0.8003095975232198,0.7056760902914749,0.2779569892473118,0.961481039116154,0.412609736632083,training_negatives_divided_by_training_positives
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2017-2018,2279,287,combined_fasting_weight,0.5,fixed_0.50,0.8196877910029319,0.3472851918500862,0.8194432783398402,0.4111937380603312,0.1487375856025542,0.4517283072694699,0.1803058087825775,0.5301837952186779,-1.9136985191813916,0.8132545930563899,0.3180737647401523,0.0998769339312416,0.3140055704148855,-1.4171339450079494,0.7526132404181185,0.7198795180722891,0.2790697674418604,0.9528239202657808,0.4071630537229029,training_negatives_divided_by_training_positives
