comparison,algorithm,cycle,n,events,weight_variable,core_model,extended_model,metric,point_estimate,bootstrap_mean,bootstrap_bias,bootstrap_se,ci_lower,ci_upper,ci_level,ci_method,replicate_method,n_replicates_requested,n_replicates_valid,valid_replicate_fraction,design_df
renal,elastic_net,2009-2010,5990,646,combined_mec_weight,model0_core,model1_renal,absolute_slope_deviation_change,-0.015152992224960138,-0.015134989213769533,1.800301119060481e-05,0.007680410407481892,-0.030014354831831163,0.00018445683694850385,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
renal,elastic_net,2011-2012,5260,550,combined_mec_weight,model0_core,model1_renal,delta_AUROC,0.0051694627894353085,0.005152206951674399,-1.725583776090913e-05,0.00145746107235403,0.0024962318287401865,0.007997812481810479,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,17
renal,elastic_net,2011-2012,5260,550,combined_mec_weight,model0_core,model1_renal,delta_PR_AUC,0.025197669147065394,0.025261767727235963,6.409858017056985e-05,0.007432289271515802,0.012114588533227447,0.04027888266497576,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,17
renal,elastic_net,2011-2012,5260,550,combined_mec_weight,model0_core,model1_renal,delta_Brier_improvement,0.0012357341747646078,0.0012347655405130864,-9.686342515213744e-07,0.00040925748620406014,0.000461622909625402,0.002034919347630069,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,17
renal,elastic_net,2011-2012,5260,550,combined_mec_weight,model0_core,model1_renal,delta_log_loss_improvement,0.003564770749480861,0.0035518583404317984,-1.2912409049062757e-05,0.0009149366532497481,0.0018445847448942132,0.005384077258477888,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,17
renal,elastic_net,2011-2012,5260,550,combined_mec_weight,model0_core,model1_renal,core_calibration_intercept,-0.04663188899651374,-0.04479941961038836,0.001832469386125385,0.10241768028844596,-0.2365140395550103,0.1689850071672979,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,17
renal,elastic_net,2011-2012,5260,550,combined_mec_weight,model0_core,model1_renal,extended_calibration_intercept,-0.026721335842773468,-0.02493589915306216,0.0017854366897113068,0.1133308753396057,-0.23925795527688343,0.20562816464578554,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,17
renal,elastic_net,2011-2012,5260,550,combined_mec_weight,model0_core,model1_renal,core_calibration_slope,0.9539106390038108,0.9557987652279498,0.0018881262241390306,0.05369850553317107,0.8566209246540087,1.0674992382380721,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,17
renal,elastic_net,2011-2012,5260,550,combined_mec_weight,model0_core,model1_renal,extended_calibration_slope,0.9601564411194156,0.9620558960391925,0.001899454919776944,0.0587492663542304,0.8564589208637028,1.0842206730788853,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,17
renal,elastic_net,2011-2012,5260,550,combined_mec_weight,model0_core,model1_renal,absolute_intercept_deviation_change,0.019910553153740275,-0.003179468826684999,-0.023090021980425274,0.026616160690752688,-0.058198419791220445,0.0397992455318787,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,17
renal,elastic_net,2011-2012,5260,550,combined_mec_weight,model0_core,model1_renal,absolute_slope_deviation_change,0.0062458021156047705,0.00024155967627531428,-0.006004242439329456,0.010022863201412673,-0.022262076836747944,0.017275525315023375,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,17
renal,elastic_net,2013-2014,5522,573,combined_mec_weight,model0_core,model1_renal,delta_AUROC,0.006679683405393155,0.006816910579767425,0.00013722717437426955,0.002262234469876387,0.0027420885239575793,0.011119018563429716,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
renal,elastic_net,2013-2014,5522,573,combined_mec_weight,model0_core,model1_renal,delta_PR_AUC,0.017916526805418942,0.018386971263953156,0.0004704444585342145,0.007331007224091109,0.004879409414487232,0.0326914652997172,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
renal,elastic_net,2013-2014,5522,573,combined_mec_weight,model0_core,model1_renal,delta_Brier_improvement,0.0013177920286472633,0.001324412312564556,6.620283917292604e-06,0.00034513246621938244,0.0006802535676697272,0.00198525818524389,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
renal,elastic_net,2013-2014,5522,573,combined_mec_weight,model0_core,model1_renal,delta_log_loss_improvement,0.004087794399938255,0.00411526523508697,2.7470835148714866e-05,0.0010422023145711735,0.0020985302764147105,0.00615769102280938,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
renal,elastic_net,2013-2014,5522,573,combined_mec_weight,model0_core,model1_renal,core_calibration_intercept,-0.045830673565890524,-0.04345750708079577,0.002373166485094752,0.06688749839378952,-0.16949322673862072,0.08800702631182379,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
renal,elastic_net,2013-2014,5522,573,combined_mec_weight,model0_core,model1_renal,extended_calibration_intercept,-0.04333135790566572,-0.04085674634088122,0.0024746115647844985,0.06310351623357344,-0.16326502944890553,0.08118376916864006,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
renal,elastic_net,2013-2014,5522,573,combined_mec_weight,model0_core,model1_renal,core_calibration_slope,0.9919471897383996,0.9955632319490162,0.0036160422106166212,0.047301467016582825,0.9128122857236818,1.0907802526778072,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
renal,elastic_net,2013-2014,5522,573,combined_mec_weight,model0_core,model1_renal,extended_calibration_slope,1.009175537295416,1.0130825776875778,0.00390704039216172,0.04807333413102232,0.9275067496702689,1.1056110389605986,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
renal,elastic_net,2013-2014,5522,573,combined_mec_weight,model0_core,model1_renal,absolute_intercept_deviation_change,0.0024993156602248073,0.004374469653045273,0.0018751539928204657,0.02341610627937767,-0.041463244790241105,0.05119536551169005,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,15
