target_population,comparison_sample,model,model_label,algorithm,cycle,n,events,weight_variable,classification_threshold,classification_threshold_type,survey_weighted_AUROC,survey_weighted_PR_AUC,unweighted_AUROC,unweighted_PR_AUC,weighted_Brier,weighted_log_loss,unweighted_Brier,unweighted_log_loss,calibration_intercept,calibration_slope,observed_expected_ratio,weighted_observed_prevalence,weighted_mean_predicted_probability,calibration_in_the_large,sensitivity,specificity,PPV,NPV,F1,uacr_method
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,elastic_net,2009-2010,5860,617,combined_mec_weight,0.5,fixed_0.50,0.8481817920225856,0.3478751941146802,0.8447450656598239,0.3940480887820792,0.0615075827154521,0.2141730426281899,0.0766869869534163,0.2570589904884406,-0.1592662641288044,0.9382658952709176,0.9627188546655024,0.0801519788171177,0.0832558523484685,-0.0413738960960992,0.1782820097244732,0.9788289147434674,0.497737556561086,0.9100904415676538,0.2625298329355608,complete_case_refit
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,elastic_net,2011-2012,5143,515,combined_mec_weight,0.5,fixed_0.50,0.8417156410195499,0.3816213977021472,0.8365915365315388,0.3758447481015473,0.0623008834799254,0.2201282168101173,0.0749090649933587,0.2539685565778984,-0.0570405175998994,0.9530117883052364,1.019564869794451,0.0836135229914651,0.0820090270551613,0.0211253013919581,0.1728155339805825,0.9820656871218668,0.5174418604651163,0.9143029571514786,0.2590975254730713,complete_case_refit
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,elastic_net,2013-2014,5403,543,combined_mec_weight,0.5,fixed_0.50,0.8506946485656859,0.3791388472638148,0.8457426733055954,0.4003226818586092,0.0632946594650989,0.2198233594143179,0.0730334028561172,0.2475202512334422,-0.0425087230488212,1.0108161947667784,0.9564580439890226,0.0852595184918081,0.0891408870756349,-0.0487705191578311,0.1767955801104972,0.9851851851851852,0.5714285714285714,0.9146131805157592,0.270042194092827,complete_case_refit
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,elastic_net,2015-2016,5279,570,combined_mec_weight,0.5,fixed_0.50,0.8687976001129326,0.3695609239025734,0.8518410062105786,0.3913442689784159,0.0630564915457786,0.2140037656136965,0.0779350469379594,0.2581116474208937,0.0546023730206687,1.0589288378379185,0.9690162719775748,0.0850460848616238,0.0877653836380489,-0.0344503609511379,0.1543859649122807,0.9815247398598428,0.5028571428571429,0.905564263322884,0.236241610738255,complete_case_refit
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,elastic_net,2017-2018,5073,613,combined_mec_weight,0.5,fixed_0.50,0.851023857391558,0.3752613423836875,0.8303308729398168,0.397000643060242,0.0703740518361886,0.2371815139759005,0.0879623970044603,0.2889036510101475,0.0059372098532896,0.978363694978758,1.0311278333893013,0.0941357559926068,0.0912939724293777,0.0337853731520856,0.1892332789559543,0.9771300448430492,0.5321100917431193,0.8976313079299691,0.2791817087845968,complete_case_refit
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2005-2006,4305,495,combined_mec_weight,0.5,fixed_0.50,0.852983655197417,0.4138215556749803,0.8485755189692197,0.4430080743292184,0.0630022215966299,0.2202542149161224,0.0801032036542892,0.2675072897846384,0.1496168989534471,1.0046872046585622,1.109569837174416,0.0867706261782064,0.0782020412515654,0.1133113920483941,0.1858585858585858,0.9837270341207348,0.5974025974025974,0.902914960250542,0.2835130970724191,complete_case_refit
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2007-2008,5467,626,combined_mec_weight,0.5,fixed_0.50,0.8602741739161077,0.4133758919501921,0.8371719068948472,0.418217978421217,0.060505573141607,0.2110606231902798,0.0819968730211258,0.2731876376631941,0.198131205211175,1.0917229648831308,1.027654882244363,0.0832118400500983,0.0809725536148542,0.0297189490683309,0.1389776357827476,0.9871927287750464,0.5838926174496645,0.8986461075592328,0.2245161290322581,complete_case_refit
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2009-2010,5860,617,combined_mec_weight,0.5,fixed_0.50,0.8524474906624726,0.349810661825621,0.8460430840719632,0.3907932242308969,0.0609844859508746,0.212132352335198,0.0764497742056846,0.2560649343443976,-0.0303037400008114,0.99945766412886,0.978368217183773,0.0801519788171177,0.0819241441099085,-0.0237976227531517,0.1572123176661264,0.9849322906732788,0.5511363636363636,0.9085151301900072,0.244640605296343,complete_case_refit
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2011-2012,5143,515,combined_mec_weight,0.5,fixed_0.50,0.843208573348815,0.3686999009931944,0.8382932928313096,0.3691353917587215,0.0629823581590437,0.2207537577565093,0.0749661475419998,0.2533669114880391,-0.0553354363072817,0.9463909097492622,1.0301738912632303,0.0836135229914651,0.0811644749498899,0.0323965553223213,0.1592233009708737,0.9803370786516854,0.4739884393063583,0.9128772635814888,0.2383720930232558,complete_case_refit
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2013-2014,5403,543,combined_mec_weight,0.5,fixed_0.50,0.8490465846868315,0.374533339282365,0.8442257993618747,0.3908178408844119,0.0637370718904079,0.2209564392922715,0.0734272673726081,0.2486176791482305,-0.1833355476697282,0.9474164754920572,0.9298444531356632,0.0852595184918081,0.0916922375611234,-0.079795093205599,0.1933701657458563,0.9835390946502056,0.5675675675675675,0.9160597930241472,0.2884615384615384,complete_case_refit
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2015-2016,5279,570,combined_mec_weight,0.5,fixed_0.50,0.8711461831833958,0.3868452821128671,0.8538356935021776,0.4146386552490056,0.0621085735387436,0.2120505243623366,0.0765354484319686,0.2551562517025257,0.0590653575175541,1.080078286555652,0.9496624406531782,0.0850460848616238,0.0895540154279758,-0.0565878088061513,0.1859649122807017,0.9834359736674452,0.5760869565217391,0.9089303238469087,0.2811671087533156,complete_case_refit
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,xgboost,2017-2018,5073,613,combined_mec_weight,0.5,fixed_0.50,0.8506126249093591,0.3681187091808985,0.8291106738161946,0.3883164325729562,0.070194534106669,0.2372780590478588,0.0881419479846954,0.2891378497887668,0.0250425883464103,0.9994106150556832,1.019215927022626,0.0941357559926068,0.0923609546287212,0.0209909513762371,0.1533442088091354,0.9780269058295964,0.4895833333333333,0.8936693300553166,0.2335403726708074,complete_case_refit
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2005-2006,1836,216,combined_fasting_weight,0.5,fixed_0.50,0.830225902612651,0.3544536475460009,0.8269690214906263,0.3869835825344705,0.0718397008640176,0.2480434261685496,0.0861975745293495,0.2858711712471644,-0.0374520110084045,0.9169226161188438,1.0833907616693397,0.0951024285360095,0.0877822037078027,0.0881527337357304,0.1435185185185185,0.9796296296296296,0.484375,0.8955981941309256,0.2214285714285714,main_fold_median
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2005-2006,1836,216,combined_fasting_weight,0.5,fixed_0.50,0.8451013471090172,0.404650308642782,0.8406492912665753,0.4283359283247219,0.0690984195669556,0.2385588186297433,0.0834736844487471,0.2768791780310097,0.0186458212947044,0.9781258590066744,1.0409133176634358,0.0951024285360095,0.0913644075084833,0.0442208866913578,0.2175925925925926,0.974074074074074,0.5280898876404494,0.9032627361190612,0.3081967213114754,main_fold_median
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2007-2008,2337,288,combined_fasting_weight,0.5,fixed_0.50,0.8547133606527315,0.3902798756387979,0.8213508622092076,0.386062643623927,0.0654933956191298,0.2250478887090229,0.0900653675958754,0.2973048174203326,0.0853609644835697,1.034723669788501,1.0196420716542305,0.0895634391907447,0.0878381166103123,0.0213449119822244,0.1458333333333333,0.9795021961932652,0.5,0.8908122503328895,0.2258064516129032,main_fold_median
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2007-2008,2337,288,combined_fasting_weight,0.5,fixed_0.50,0.8642817161431804,0.4096419818191604,0.833040168645952,0.4142936504373781,0.0644049298831458,0.2206142757945057,0.0878340518298711,0.290261554484826,0.0503961547853146,1.0221725867461966,1.0091678526729415,0.0895634391907447,0.0887497941531943,0.0100193706005948,0.1979166666666666,0.9755978526110298,0.5327102803738317,0.8964125560538116,0.2886075949367088,main_fold_median
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2009-2010,2594,273,combined_fasting_weight,0.5,fixed_0.50,0.8388950285425559,0.3564907202123714,0.8395332945095979,0.399034408949386,0.062502542600401,0.2194161776973696,0.0765789713068165,0.2585322099943034,-0.1676307334190432,0.969397531589542,0.9162007365482968,0.0815187617743325,0.0889747830605846,-0.0956706941416096,0.1831501831501831,0.984489444205084,0.5813953488372093,0.9110845295055822,0.2785515320334261,main_fold_median
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2009-2010,2594,273,combined_fasting_weight,0.5,fixed_0.50,0.8441243752992496,0.3599028239120698,0.8466083679353821,0.4044939224984253,0.0619411713842191,0.217100451365664,0.0757485585127349,0.2550047952869043,-0.1610416261780595,0.9569613279676338,0.9369941689771444,0.0815187617743325,0.0870002871664839,-0.0710641316849458,0.1868131868131868,0.980180956484274,0.5257731958762887,0.9110933119743692,0.2756756756756756,main_fold_median
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2011-2012,2294,239,combined_fasting_weight,0.5,fixed_0.50,0.831473891793819,0.3765995251668688,0.8246322369157784,0.3536831650711171,0.0721383548295917,0.2494597239451877,0.0795379376358037,0.2679635086975975,-0.0436802548665805,0.9109750364633608,1.083976726044377,0.0968836554313234,0.0893779848806063,0.0889129440686971,0.1673640167364016,0.9819951338199512,0.5194805194805194,0.9102390617952189,0.2531645569620253,main_fold_median
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2011-2012,2294,239,combined_fasting_weight,0.5,fixed_0.50,0.8381289400294204,0.3986149779218837,0.8319376151645644,0.3672691631308331,0.0706372812732937,0.2453149985765784,0.0784369785842394,0.2648697827011466,-0.0200238946295165,0.9122004420246544,1.1004344252249765,0.0968836554313234,0.088041280071292,0.1054483722894823,0.200836820083682,0.9751824817518248,0.4848484848484848,0.912984054669704,0.2840236686390532,main_fold_median
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2013-2014,2370,244,combined_fasting_weight,0.5,fixed_0.50,0.8674863129097505,0.4082182820226039,0.84563869654396,0.4113057936726905,0.064272835963133,0.219088790834411,0.0746355588612408,0.2514044626031728,0.1728778828919389,1.1480926140439265,0.9554129538856329,0.0889931294844987,0.0931462454246267,-0.0501808621865165,0.1598360655737705,0.9854186265286924,0.5571428571428572,0.9108695652173912,0.2484076433121019,main_fold_median
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2013-2014,2370,244,combined_fasting_weight,0.5,fixed_0.50,0.8712008710405712,0.4267086753664466,0.8561390589577903,0.431265221927908,0.0626586678857353,0.2157317198640183,0.0724289408195397,0.2449888100006799,0.0875422888961142,1.1188491241776124,0.932167933639672,0.0889931294844987,0.0954689882294308,-0.0773761428404391,0.2254098360655737,0.9840075258701788,0.6179775280898876,0.9171416045594036,0.3303303303303303,main_fold_median
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2015-2016,2246,266,combined_fasting_weight,0.5,fixed_0.50,0.8572657725516403,0.3687250765994022,0.8293840662261713,0.3721941345023808,0.0671813585113954,0.2278776997066469,0.087200952025725,0.2862680849186063,0.0689306530634278,1.077394208457339,0.9600846878893816,0.0905733473179241,0.0943389145357974,-0.0448829726023509,0.1353383458646616,0.9818181818181818,0.5,0.8942042318307267,0.2130177514792899,main_fold_median
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2015-2016,2246,266,combined_fasting_weight,0.5,fixed_0.50,0.8662150928782526,0.4035967368820717,0.8426824637350953,0.4075021393550441,0.0654934492244185,0.2223380795349132,0.0844214831912067,0.2780349493757262,0.1044041276479244,1.0871372055198714,0.9743060200985324,0.0905733473179241,0.092961908732499,-0.0286597384001652,0.1616541353383458,0.9772727272727272,0.4886363636363636,0.896663577386469,0.2429378531073446,main_fold_median
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2017-2018,2279,287,combined_fasting_weight,0.5,fixed_0.50,0.8306884029210242,0.3372527450888974,0.8189605110336818,0.3821611332407476,0.0771098265513821,0.2580833270640242,0.0935003687097994,0.3039309230874234,-0.1987602530811134,0.8858956257277596,0.9867449773791296,0.0998769339312416,0.1012185886129589,-0.014835290061538,0.205574912891986,0.968875502008032,0.4876033057851239,0.8943466172381835,0.2892156862745098,main_fold_median
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2017-2018,2279,287,combined_fasting_weight,0.5,fixed_0.50,0.8344310034161879,0.3638205026079044,0.8318395533352924,0.416849545656304,0.0765241871388601,0.2568724771794248,0.0908090507066989,0.2963994850085515,-0.2131894158640108,0.8598981287074584,1.0104586823809838,0.0998769339312416,0.0988431646664638,0.0115521852139881,0.2264808362369338,0.9683734939759036,0.5078125,0.8967921896792189,0.3132530120481928,main_fold_median
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2005-2006,1836,216,combined_fasting_weight,0.5,fixed_0.50,0.8386534988237614,0.3859267355888998,0.8331418609967993,0.4064615722044798,0.0709180143521695,0.2444173608997302,0.0849415010360889,0.2816153975501143,0.1921354460031971,1.0130147382868349,1.1351446942759515,0.0951024285360095,0.0837800053293384,0.139194874852456,0.1481481481481481,0.9858024691358024,0.5818181818181818,0.8966872543514879,0.2361623616236162,main_fold_median
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2005-2006,1836,216,combined_fasting_weight,0.5,fixed_0.50,0.8496826741029517,0.4442129745947721,0.8470821902149063,0.4689928157230953,0.0680858441893823,0.2357698983311512,0.0814809906823945,0.2711535617655189,0.2181327242859041,1.0448695087750275,1.1061511087081783,0.0951024285360095,0.0859759826549151,0.1109216117860261,0.1805555555555555,0.9858024691358024,0.6290322580645161,0.9002254791431793,0.2805755395683453,main_fold_median
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2007-2008,2337,288,combined_fasting_weight,0.5,fixed_0.50,0.8652230821015916,0.4046427314965533,0.8308321132259638,0.4033463067841523,0.0647036719511071,0.2211196292927655,0.0886766379888715,0.2914791756222816,0.1957597819688072,1.088887218492653,1.0327513465042333,0.0895634391907447,0.0867231395959042,0.0353413065996743,0.1423611111111111,0.9834065397755004,0.5466666666666666,0.8908045977011494,0.2258953168044076,main_fold_median
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2007-2008,2337,288,combined_fasting_weight,0.5,fixed_0.50,0.8726525292995277,0.4294802535897608,0.8414351851851853,0.4372298620768418,0.063303164529225,0.2163044154231373,0.0860534107712099,0.2836053735058814,0.2527511066962844,1.1068823233672438,1.0514673338972909,0.0895634391907447,0.0851794785281398,0.0549903224959211,0.15625,0.984382625671059,0.5844155844155844,0.8924778761061947,0.2465753424657534,main_fold_median
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2009-2010,2594,273,combined_fasting_weight,0.5,fixed_0.50,0.8365712866296584,0.3778575901075901,0.8394859484906879,0.4143120662825747,0.061627965223677,0.2185032679453356,0.0758611222413885,0.2573768883318326,-0.0740257769947322,1.0050442328410525,0.9394274063096976,0.0815187617743325,0.0867749452771006,-0.0682238589908483,0.1538461538461538,0.989659629470056,0.6363636363636364,0.908623417721519,0.247787610619469,main_fold_median
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2009-2010,2594,273,combined_fasting_weight,0.5,fixed_0.50,0.8402730996734803,0.3590887372135075,0.8456030541338598,0.4078203330705963,0.0619644208915167,0.2178786812398698,0.0756661575912092,0.2549952764766575,-0.169119459510066,0.9360654246734932,0.9571456549974406,0.0815187617743325,0.0851686066260736,-0.047781398681348,0.2051282051282051,0.981042654028436,0.56,0.91299117882919,0.3002680965147453,main_fold_median
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2011-2012,2294,239,combined_fasting_weight,0.5,fixed_0.50,0.8263237320790022,0.3820265207610299,0.8262122183876451,0.3702656535193975,0.0724735700514771,0.2514535221495564,0.0784273101979294,0.2651064972790155,0.0256775573528528,0.929672086133239,1.1195217643830122,0.0968836554313234,0.0865402161115801,0.124289561288966,0.1548117154811715,0.9854014598540146,0.5522388059701493,0.9092950157162102,0.2418300653594771,main_fold_median
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2011-2012,2294,239,combined_fasting_weight,0.5,fixed_0.50,0.8321877903165239,0.3991750901909305,0.8322104470166651,0.383410930656312,0.07143952499488,0.2478881058527535,0.0774744507118584,0.2620896426432217,0.061942753241165,0.9442606412169444,1.1260814642864028,0.0968836554313234,0.086036098190035,0.1306835640403036,0.1882845188284518,0.9815085158150852,0.5421686746987951,0.9122568973315242,0.2795031055900621,main_fold_median
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2013-2014,2370,244,combined_fasting_weight,0.5,fixed_0.50,0.8670491900949718,0.4142512479780652,0.8486478879755718,0.4034181042216634,0.0640393086006685,0.2190641188959017,0.0742958196247781,0.2502716148000906,0.0801830471691164,1.1170008469740706,0.9293937884027224,0.0889931294844987,0.0957539533779802,-0.0806716859373031,0.1967213114754098,0.9849482596425212,0.6,0.914410480349345,0.2962962962962963,main_fold_median
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2013-2014,2370,244,combined_fasting_weight,0.5,fixed_0.50,0.8659280122143551,0.4439184237678895,0.8551559150563669,0.4441544273952915,0.062677941344444,0.217144347697469,0.0720271435194156,0.2447215776826253,0.0039954514882803,1.0889461193840153,0.9106785232182226,0.0889931294844987,0.0977217835005137,-0.1031928498496403,0.25,0.9807149576669802,0.5980392156862745,0.9193121693121692,0.3526011560693641,main_fold_median
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2015-2016,2246,266,combined_fasting_weight,0.5,fixed_0.50,0.8589455254996887,0.3940074890411388,0.8367395762132606,0.399577018185713,0.065744202256425,0.2260106966882744,0.0845681024690114,0.2803782825049197,0.0293847133978575,1.1004014630029793,0.912775326525812,0.0905733473179241,0.0992285228202461,-0.1008282672763392,0.1654135338345864,0.9818181818181818,0.55,0.8975069252077562,0.2543352601156069,main_fold_median
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2015-2016,2246,266,combined_fasting_weight,0.5,fixed_0.50,0.8662194000654344,0.4276074952208379,0.8482342219184325,0.4321155124786319,0.0641492841228217,0.2208636061914383,0.0820316268991222,0.2725877367104338,0.1258605823652541,1.1434170462061777,0.9329156056431696,0.0905733473179241,0.0970863246043367,-0.0766279347247906,0.1804511278195488,0.9828282828282828,0.5853658536585366,0.899260628465804,0.2758620689655172,main_fold_median
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,xgboost,2017-2018,2279,287,combined_fasting_weight,0.5,fixed_0.50,0.8272792279845542,0.3305817415691557,0.8159563340469894,0.3793157977279818,0.0777507920759396,0.2606543215226026,0.0940166619638466,0.3059350825013514,-0.2660737058986587,0.8588814226538483,0.9677258666325124,0.0998769339312416,0.1032078787754148,-0.0365138352058593,0.1881533101045296,0.9658634538152612,0.4426229508196721,0.8919796012980992,0.2640586797066014,main_fold_median
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,xgboost,2017-2018,2279,287,combined_fasting_weight,0.5,fixed_0.50,0.8191724743038516,0.3287613038318556,0.8191896505884163,0.3986729380499271,0.0791925557915033,0.2663920999773099,0.092956530064028,0.3040530206296733,-0.3742472545287988,0.7831014805790433,0.9816948839557458,0.0998769339312416,0.1017392833186487,-0.0205458652183772,0.2334494773519163,0.9653614457831324,0.4926470588235294,0.897340177321512,0.3167848699763593,main_fold_median
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2005-2006,4448,533,combined_mec_weight,0.5,fixed_0.50,0.8474229053381095,0.3786393492735861,0.8403806018608374,0.4107594812875667,0.066040311259483,0.2288318031367081,0.084929334367036,0.2809971865809486,0.1059471704405738,0.9947416253587584,1.08905511537975,0.0895836535532119,0.0822581449626398,0.0933245826363382,0.1388367729831144,0.9849297573435504,0.556390977443609,0.8936268829663963,0.2222222222222222,main_fold_median
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2007-2008,5649,677,combined_mec_weight,0.5,fixed_0.50,0.8514446387537717,0.3834977291103685,0.8263237200702069,0.3848193697253642,0.0637631743193121,0.2209777548028648,0.0875244533756361,0.2890923557038873,0.0694536225810092,1.0249267128685786,1.0198980945330098,0.086286136260994,0.0846027036657055,0.0215434265906449,0.1299852289512555,0.9827031375703942,0.5057471264367817,0.8924200913242009,0.2068155111633372,main_fold_median
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2009-2010,5990,646,combined_mec_weight,0.5,fixed_0.50,0.8452409522165378,0.3504824106346944,0.8387480070818115,0.3891991339382807,0.0623007376253395,0.2168392376360465,0.0789518763561067,0.2638979836885712,-0.1685420313155057,0.9537351286056368,0.9347370564011256,0.0810749535580189,0.0867355723225196,-0.0736691077439757,0.1656346749226006,0.9812874251497006,0.5169082125603864,0.906795780736642,0.2508792497069168,main_fold_median
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2011-2012,5260,550,combined_mec_weight,0.5,fixed_0.50,0.839331193896127,0.3696651030488631,0.8302223508975103,0.3654333935485951,0.0653954196672101,0.2286227905357045,0.0786103693228771,0.2645395678386609,-0.046631888996513,0.9539106390038112,1.0248780477591943,0.0872691883059831,0.0851508025728422,0.0268918700597944,0.14,0.9842887473460722,0.5099337748344371,0.907418281464083,0.2196861626248217,main_fold_median
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2013-2014,5522,573,combined_mec_weight,0.5,fixed_0.50,0.8449994701804864,0.3701905674462588,0.8367082460997461,0.3934570855822979,0.0662003355307905,0.2282247694869489,0.076380814053402,0.2577100070688409,-0.0458306735658907,0.9919471897383998,0.976066968265729,0.088149862833457,0.0903112857000798,-0.0265972643931027,0.1343804537521815,0.9872701555869872,0.55,0.9078409513192122,0.2159887798036465,main_fold_median
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2015-2016,5404,597,combined_mec_weight,0.5,fixed_0.50,0.8610809778268647,0.3575206697037384,0.8439162040003778,0.381353377700618,0.065384458906536,0.2212795827163601,0.0805582170729755,0.2657405801490566,0.0233468793390478,1.051649985296686,0.9567470107101114,0.0873010721421241,0.0912478128124257,-0.0485499082779257,0.1373534338358459,0.9852298731017266,0.5359477124183006,0.901923443153685,0.2186666666666666,main_fold_median
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2017-2018,5209,646,combined_mec_weight,0.5,fixed_0.50,0.8515487672035789,0.370669452703239,0.8256480141452756,0.3832305033519471,0.0716127473051065,0.2402248919976249,0.0907609760427573,0.2961595638823042,0.0030521736358594,0.996529070884836,1.0062846662471463,0.0963747859305344,0.0957728853108297,0.0069308737665232,0.1547987616099071,0.9772079772079773,0.4901960784313725,0.8909090909090909,0.2352941176470588,main_fold_median
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2005-2006,4448,533,combined_mec_weight,0.5,fixed_0.50,0.8516758730206834,0.412941864060968,0.8462650267528316,0.4427116216019975,0.0654982857348475,0.2266172171171943,0.0840212942734883,0.2772197391440661,0.3468511733231409,1.0914968823179605,1.1441431173980507,0.0895836535532119,0.0782975942353595,0.1469763704414948,0.1125703564727955,0.9910600255427842,0.631578947368421,0.8913393062255915,0.1910828025477707,main_fold_median
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2007-2008,5649,677,combined_mec_weight,0.5,fixed_0.50,0.8613864692584591,0.4040370238704777,0.8356376208985977,0.410878461770061,0.0628536874721853,0.2166527592920997,0.0857966798745381,0.2826303378583638,0.2212083510897919,1.104812553275733,1.0312421764092656,0.086286136260994,0.0836720396380975,0.03362094497579,0.103397341211226,0.98994368463395,0.5833333333333334,0.8902152287936336,0.1756587202007528,main_fold_median
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2009-2010,5990,646,combined_mec_weight,0.5,fixed_0.50,0.8498723289696879,0.35437512387999,0.8415095602139373,0.391852782884068,0.0616705880023424,0.2145921955924336,0.0783470027338026,0.261920615594314,-0.0438584459712324,1.0171474202076225,0.9466312870782138,0.0810749535580189,0.085645757397537,-0.0598320987867131,0.1253869969040247,0.9870883233532934,0.54,0.9032534246575342,0.2035175879396984,main_fold_median
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2011-2012,5260,550,combined_mec_weight,0.5,fixed_0.50,0.8430492669243581,0.3708964902234725,0.8336618413433701,0.3709733088657413,0.0652789458834492,0.2273789916647718,0.0779052153726364,0.2622678235217375,-0.0319978850096642,0.946170515642207,1.046667313548781,0.0872691883059831,0.083378153856828,0.0498651371788247,0.1272727272727272,0.986411889596603,0.5223880597014925,0.9063597346859148,0.2046783625730994,main_fold_median
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2013-2014,5522,573,combined_mec_weight,0.5,fixed_0.50,0.8466932265397424,0.3860683828891802,0.8387845729759428,0.3945070594122524,0.0657544679970972,0.2269813971824803,0.0760516245909768,0.2565709965882987,-0.1563997569718704,0.9440151005637388,0.9513141931188344,0.088149862833457,0.0926611454670535,-0.0548705628530021,0.1623036649214659,0.987472216609416,0.6,0.9105645612073784,0.2554945054945055,main_fold_median
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2015-2016,5404,597,combined_mec_weight,0.5,fixed_0.50,0.8655147015741897,0.3762261325230315,0.8481356926787743,0.4064941646793297,0.0642874810614263,0.2185985771175248,0.0790631118935477,0.2622138393236486,0.0141481790484977,1.061405147115536,0.9410932316815042,0.0873010721421241,0.0927655934642505,-0.0667182735654643,0.1591289782244556,0.9831495735385896,0.5397727272727273,0.9039785768936496,0.2457956015523933,main_fold_median
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,xgboost,2017-2018,5209,646,combined_mec_weight,0.5,fixed_0.50,0.8513899924474511,0.3663011677286718,0.8233299340705865,0.3700034779873097,0.0714107857530194,0.2402138715500304,0.0910972505967127,0.2973042913689048,0.000775584976356,1.0079333879078458,0.9914419427663058,0.0963747859305344,0.0972066863155204,-0.0095159371906889,0.1377708978328173,0.980276134122288,0.4972067039106145,0.8892644135188866,0.2157575757575757,main_fold_median
MEC examination sample,renal comparison sample,model1_renal,Model 1 renal,elastic_net,2005-2006,4448,533,combined_mec_weight,0.5,fixed_0.50,0.8520647107523535,0.4033235315482322,0.8474132539733885,0.4305791254478985,0.0645185977711126,0.2246981217250436,0.0830796444465838,0.2757605522742196,0.0968682150259723,1.0125363301634642,1.0559820247248126,0.0895836535532119,0.0848344493141891,0.0596741232724795,0.2007504690431519,0.9787994891443168,0.5631578947368421,0.8999530295913575,0.2959889349930844,main_fold_median
