module,status,upstream_release_pass,fourteen_frozen_model_hashes_match_before_and_after,expected_performance_groups_14,expected_paired_comparisons_8,paired_samples_and_weights_identical,bootstrap_replicates_2000,minimum_valid_replicate_fraction,no_model_refit_or_recalibration,external_cycle_only,minimum_valid_replicate_fraction_observed,signature_hash
stage3b_matched_fasting_core_v1_1,PASS,True,True,True,True,True,True,True,True,True,1.0,4f16b9e294d5ce08169a17ff22c118ef5f4939b0ad3dad3febd63f6ed55ad9d1
